字段1,字段2,字段3,字段4,文本,文本1
您好，据了解，金龙鱼有在国内布局植物肉。请问公司是否有考虑到植物肉与国内饮食习惯、文化传统及传统风俗之间的水土不服问题。作为细小品类，是否考虑砍掉，以集中优势资源专注更有前景的业务方向,您好！随着人们消费习惯的改变，越来越多消费者倾向于选择植物性的产品，我们认为从长远看植物肉产品具有良好的发展前景。公司发展植物肉业务是因为能够跟现有的业务进行互补，而且我们具备多元化的原料生产、加工、销售等优势，发展植物肉业务能够延长产业链，进一步加强公司的竞争力。谢谢！,2023-2-7,2023-2-7,金龙鱼,[300999]
你好，自俄乌冲突以来原材料连续上涨，近期高位震荡，请问2023年食用油是否有涨价计划,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品，公司会根据各个品种的原料、行情、市场竞争力、消费力等多方因素综合考虑后决定是否调整价格以及调整的幅度，相对比较谨慎。谢谢！,2023-2-7,2023-2-7,金龙鱼,[300999]
董秘你好，公司官网显示花生芝麻业务部和调味品事业部两个部门都负责芝麻油的品类业务吗？包装油事业部和花生芝麻业务部两个部门都负责胡姬花花生油的品类业务吗？谢谢。,您好！公司采取矩阵式的管理模式，事业部之间相互协同，并且组织架构随着业务发展在不断更新。针对芝麻油和花生油产品的风味特性，花生芝麻事业部会负责原料采购、生产加工、风味管理等整体的运营管理，调味品事业部和包装油事业部会协助负责部分产品在不同渠道的销售，这一模式也有利于对花生油和芝麻油产品的品质领先及各渠道领域的全面发展。谢谢！,2023-2-2,2023-2-2,金龙鱼,[300999]
董秘你好，请问公司官网显示的包装业务是全部由惠州爱而泰可包装有限公司负责么？是否有外采？鲁丰临沂、益海连云港实业、莱阳鲁花丰益塑业也算是包装业务么？谢谢。,您好！公司在很多企业群中含有注塑车间，所以包装材料有部分自产，部分外采。惠州爱而泰可包装有限公司是公司的包装材料提供者之一。谢谢！,2023-2-2,2023-2-2,金龙鱼,[300999]
您好，尊敬的董秘。最近几个月，金龙鱼国内最大竞争对手旗下品牌某湖大豆油在华东地区促销非常猛烈，以前金龙鱼旗下元宝牌跟某湖差价在0.5元左右，近期可以打出5元每桶的差价，望引起重视，非常感谢。,感谢您的关注和建议！,2023-1-31,2023-1-31,金龙鱼,[300999]
您好，尊敬的董秘。从金龙鱼官网看到金龙鱼启动了2023年海外招商，2022年金龙鱼海外业务增长248%，未来海外业务业绩是否纳入上市公司？非常感谢。,您好！基于粮油产品的运输半径、消费者消费习惯等因素，公司在上市前与控股股东丰益国际签署了避免同业竞争协议，进行了市场地域划分，公司主要专注于中国境内市场，而向海外销售的产品会通过丰益国际进行，这部分来自境外的销售收入并入上市公司业绩，占比很小。谢谢！,2023-1-31,2023-1-31,金龙鱼,[300999]
现在是2023年1月份，公司目前的产品价格是否已经能覆盖大豆棕榈油这些原材料的成本呢？,您好！近年来，公司主要原料价格处于高位波动。我们会充分利用公司的自身优势，如遍布全国的生产及销售网络、综合性企业群的模式、良好的品牌形象以及研发优势等，持续加大对产品的推广，同时做好原材料采购管理以及加工成本、物流成本、销售成本控制，积极布局中央厨房、冷冻面团、复合调味品、植物肉等细分领域，持续为消费者提供安全、营养、健康、美味的优质食品，进而提升公司的竞争力。谢谢！,2023-1-31,2023-1-31,金龙鱼,[300999]
您好，尊敬的董秘。随着疫情结束，公司核心大单品动销情况如何？非常感谢。,您好！公司将在年报和半年报中披露对应报告期内主要产品分类的销量情况，届时请您关注。谢谢！,2023-1-19,2023-1-19,金龙鱼,[300999]
您好，尊敬的董秘。近两年来，豆粕价格一涨再涨，国家已经在全国推行豆粕替代方案。金龙鱼作为国内前列的饲料企业之一，未来会推出什么新品给养殖企业更好更健康的发展呢？非常感谢。,您好！公司会以各类养殖企业的需求为导向，积极拓展更多优质饲料原料产品。谢谢！,2023-1-19,2023-1-19,金龙鱼,[300999]
截止1月18日，最新股东人数是多少？,"您好！截至2023年1月10日公司股东共计166,632户。谢谢！",2023-1-19,2023-1-19,金龙鱼,[300999]
您好，尊敬的董秘，随着全国人口总数公布，银发经济逐渐兴起，金龙鱼是否可以在未来米面油开发上，对于老年人的膳食设计做一下突破性探索？非常感谢,您好！公司会充分利用自身优势，持续为消费者提供安全、营养、健康、美味的优质食品。谢谢！,2023-1-19,2023-1-19,金龙鱼,[300999]
您好，尊敬的董秘。随着美联储加息，各国面临不小高通胀，比如土耳其物价持续上涨，土耳其人甚至买不起面包，因为面粉价格涨的太快。金龙鱼作为国内重要粮食保供单位，是否未雨绸缪，加大存储，保障供应？非常感谢。,您好！公司会充分利用在原材料采购方面的优势，通过遍布全国的生产及销售网络，满足消费者对粮油产品的需要。谢谢！,2023-1-19,2023-1-19,金龙鱼,[300999]
您好，尊敬的董秘。随着我们与俄罗斯合作深入，未来会有更多农产品合作，金龙鱼未来会考虑进口俄罗斯农产品进入国内么？非常感谢。,您好！公司原材料中有较少部分从俄罗斯进口，公司会持续综合考虑原料行情和业务发展等情况决定相关事宜。谢谢！,2023-1-19,2023-1-19,金龙鱼,[300999]
您好，尊敬的董秘。随着疫情退散，消费在强烈复苏，各大商超囤满了金龙鱼油米面产品，公司目前产能利用率是否有提高？非常感谢。,您好！公司将在年报和半年报中披露对应报告期的产能情况，届时请您关注。谢谢！,2023-1-17,2023-1-17,金龙鱼,[300999]
贵公司的下属公司丰益醇工业连云港有限公司于2022年12月出现1次污染物（包括化学需氧量）排放超标。该超标在微博中也有相关的关注，具体参见：环境我知道。请您关注留意，及时核查改正，并反馈超标原因，希望公司要重视和控制排污问题，感谢。,您好！您所提到的超标情况发生在污水处理设施停机期间且没有将超标废水外排，不属于实质性超标。公司子公司丰益醇工业（连云港）有限公司污水处理设施于12月19日到12月23日停机，已经提前向属地环保部门报告并在江苏省污染物自动监测数据平台做了数据异常标记，且没有将超标废水外排。公司始终严格按照属地生态环境部门的要求进行污染物排放管理。谢谢！,2023-1-12,2023-1-12,金龙鱼,[300999]
您好，尊敬的董秘。从2023年1月1日起，我国对1020项商品下调进口税率，一种高端油作物商品——亚麻籽也位列减税目，进口税率从15%降至9%，我国亚麻籽油消费同比均实现大幅增长，对于亚麻籽油产品推广，金龙鱼未来是否会适当提高？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2023-1-10,2023-1-10,金龙鱼,[300999]
商务部将一如既往扩大外资市场准入，落实好外资企业国民待遇，加大外商投资合法权益保护力度，为外商来华投资创造更多便利条件，努力营造市场化、法治化、国际化一流营商环境，共享中国开放发展机遇。金龙鱼作为新加坡外资企业深耕国内粮油食品行业，相信会有更多开放政策落地，未来会拓展更多发展机遇。,感谢您的关注！,2023-1-9,2023-1-9,金龙鱼,[300999]
你好，董秘，请问贵公司目前有哪些中央厨房项目建成投产，有哪些盈利模式，合作的单位或者公司有哪些。,您好！目前，公司有两个中央厨房项目已经投产，分别在杭州和周口。央厨业务的收入来源包括：第一是公司自身央厨产品的收入，如预制菜、学生餐、老人餐等团餐；第二，公司的米面油、调味品等产品销售给公司的央厨以及园区合作伙伴的收入；第三是，园区内业务合作伙伴承租园区车间、仓库等租金方面的收入；第四是，未来我们也会利用集团的优势在全国做采购，供园区的客户使用，也可以帮助园区内的合作伙伴通过公司已有的销售渠道进行产品推广，会有部分佣金收入；第五，公司也有和顺丰合作，负责公司及合作伙伴的央厨产品的物流配送，也会有一些收入。关于合作伙伴的情况，公司目前没有需要公开披露的信息。谢谢！,2023-1-6,2023-1-6,金龙鱼,[300999]
您好，尊敬的董秘。2023年1月1日起，我国将对1020项商品实施低于最惠国税率的进口暂定税率。请问金龙鱼有产品被例入吗？非常感谢。,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2023-1-5,2023-1-5,金龙鱼,[300999]
董秘你好，查询贵司260多家子公司时发现，子公司名字中有益海、丰益、嘉里、益海嘉里等未统一，以及丰厨和益嘉丰厨也未统一，还有粮油工业、食品工业、粮食工业、粮油食品工业、粮油食品、小麦工业、大豆工业等不同的命名方式，丰益国际和嘉里粮油的工厂和业务是否还没有完全整合进金龙鱼上市公司呢？未来上市公司在子公司的命名方式上是否会进行统一管理？,您好！公司是按照相关法律法规，并结合子公司自身情况和涉及的具体业务，综合考虑后确定子公司的名称。丰益国际和嘉里粮油在中国境内控股的粮油工厂在上市前已经完全整合进金龙鱼上市公司了，关于公司子公司情况，可以参照公司2021年年报第262页“九、在其他主体中的权益”。谢谢！,2023-1-5,2023-1-5,金龙鱼,[300999]
您好，尊敬的董秘。丰厨预制菜推出总体菜品不多，可以做一些特色化探索，比如与同为兄弟企业的香格里酒店合作打造香格里拉酒店年夜菜之类，丰富即将到来的节日年夜饭，非常感谢。,感谢您的关注和建议！,2023-1-3,2023-1-3,金龙鱼,[300999]
您好，尊敬的董秘。目前植物甾醇号称血管清道夫，心脏守护神，对于降低血液中总胆固醇和坏胆固醇的含量都有不错效果。在金龙鱼商城看到销量也是非常不错，未来生产的植物甾醇产品产能能否提升？对于植物甾醇开发也期待多元化，让更多消费者享受到健康食补。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2023-1-3,2023-1-3,金龙鱼,[300999]
您好，尊敬的董秘。牛奶制品从需求端来看，疫情影响下居民健康意识增强，在消费升级趋势下预计乳品需求有望延续高景气。金龙鱼在国内销售的新西兰进口牛奶纽麦福（Meadow fresh）目前做的产品层次比较精细化了，从3.2到4.2g蛋白均有布局，未来是否可以加大进口量，把销售价格与进口成本优化一下？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-12-30,2022-12-30,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼通过在湖北省潜江市建立生态种植基地，并与当地优势产业小龙虾相结合，采用订单农业等新型合作方式，提升潜江当地农民的水稻种植技术。未来会在更多地区推广此类合作模式么？助力更多地区农民丰收，响应强国必先强农，农强方能国强！,您好！公司没有自己的水稻种植基地，是通过采购合作伙伴的优质水稻，生产加工成大米产品。未来我们会根据市场需求和各地区种植等情况，加工国产原材料及具有当地特色的农产品。谢谢！,2022-12-30,2022-12-30,金龙鱼,[300999]
您好，尊敬的董秘。中办、国办印发《关于深化现代职业教育体系建设改革的意见》，支持龙头企业和高水平高等学校、职业学校牵头，组建学校、科研机构、上下游企业等共同参与的跨区域产教融合共同体，汇聚产教资源，制定教学评价标准，开发专业核心课程与实践能力项目。金龙鱼一直在开展此类项目，未来是否会扩大此类项目？非常感谢。,您好！公司多年来积极与众多院校展开联合培养，助力推动完善职业教育与培训体系，深化产教融合、校企合作。谢谢！,2022-12-26,2022-12-26,金龙鱼,[300999]
您好，尊敬的董秘。丰厨预制菜年货礼盒请问在哪些电商平台可以购买到？如果条件允许情况下，建议给符合要求的股东们一定新年特惠，非常感谢。,您好！丰厨预制菜年货礼包可以在天猫、拼多多等平台购买。谢谢！,2022-12-26,2022-12-26,金龙鱼,[300999]
请问截至2022年12月22日，公司股东人数多少？谢谢,"您好！截至2022年12月20日公司股东共计166,747户。谢谢！",2022-12-26,2022-12-26,金龙鱼,[300999]
您好，尊敬董秘，建议增加直播，疫情居家叠加元旦春节，提高直播频次，希望金龙鱼旗下丰厨积极把握当前市场对预制菜需求急剧增大的机会，塑造品牌，加快提升市场占有率，另外预制菜当前产能多少，利用率是否提高？,感谢您的关注和建议！公司央厨项目目前是一个爬坡期，关于产能利用率情况，公司目前没有需要公开披露的信息。谢谢！,2022-12-26,2022-12-26,金龙鱼,[300999]
公司未来有没有计划造酒？,您好！公司目前推出了料酒，没有生产其他酒类产品。谢谢！,2022-12-26,2022-12-26,金龙鱼,[300999]
您好，尊敬的董秘。中央农村工作会议12月23日至24日在北京举行，会议提出强国必先强农，农强方能国强！金龙鱼自1988年进入中国以来，始终坚定跟随党和国家的政策路线，推动乡村振兴，每年投入大量资金，从80多个国家级贫困县收购农产品，并通过订单农业等“三产融合”机制让农民享受到加工增值的收益，带动贫困人口脱贫。未来会把收购农产品县继续扩大拓展，发掘更多特色农产品么？,您好！公司拥有遍布全国的生产及销售网络，从生产、营销、物流成本、产品质量方面都能够有效地、经济地加工进口、国产原材料及具有当地特色的农产品。同时，公司积极响应乡村振兴政策，发掘当地特色农产品，通过产业帮扶，助力巩固脱贫攻坚成果，全面推进乡村振兴。谢谢！,2022-12-26,2022-12-26,金龙鱼,[300999]
"您好，尊敬的董秘。互联网冷冻半成品食品企业皇家小虎与金龙鱼再度达成战略合作，双方将会开展全方位合作，在面粉粮油等多个原料线进行深度采购合作。目前比如上市公司温州一鸣食品,元祖股份等头部烘焙食品公司，金龙鱼是否也可以建立食品供应链战略合作？非常感谢。",您好！公司与一鸣食品有业务往来，未来公司也会根据市场需求和业务发展等情况持续开展各式合作。谢谢！,2022-12-23,2022-12-23,金龙鱼,[300999]
您好，尊敬的董秘。国内实现生物航煤绿色国际货运首飞，生物航空煤油是以多种动植物油脂为原料，金龙鱼作为国内动植物油脂龙头企业，母公司丰益国际也在多国布局生物航空煤油项目，未来会在中国区展开此类建设么？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-12-23,2022-12-23,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼赞助的卫视综艺节目《无限超越班》一炮而红，热度越来越高，希望以后多多赞助这类励志类节目，非常感谢。,感谢您的关注和建议！,2022-12-23,2022-12-23,金龙鱼,[300999]
国办印发“十四五”现代物流发展规划，其中提到，完善大宗商品物流体系。优化粮食、能源、矿产等大宗商品物流服务，提升沿海、内河水运通道大宗商品物流能力，扩大铁路货运班列、“点对点”货运列车、大宗货物直达列车开行范围，发展铁路散粮运输。金龙鱼作为国内粮油龙头，此发展规划对于金龙鱼是否有非常大的促进作用？非常感谢。,您好！我们相信《“十四五”现代物流发展规划》将有助于完善我国现代物流体系，健全物流服务网络。谢谢！,2022-12-21,2022-12-21,金龙鱼,[300999]
您好，尊敬的董秘。国家发改委要求地方在“两节”等重要时段加大投放力度，特别是做好小包装粮油储备。金龙鱼作为小包装粮油龙头公司，在“两节”期间将会如何部署生产计划？非常感谢。,您好！公司会根据市场需求情况，安排生产计划。谢谢！,2022-12-21,2022-12-21,金龙鱼,[300999]
您好，尊敬的董秘。洁劲100洗手液以及洁劲100连花清肤抑菌香皂在部分电商平台已经售罄和下架，金龙鱼对于目前的状态是否可以适当开启生产线，为广大消费者服务，通过买粮油等促销模式，为目前抗疫安全防护助力，非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜，未来我们也会持续为消费者提供更多优质的日化产品。谢谢！,2022-12-21,2022-12-21,金龙鱼,[300999]
您好  董秘  公司棕榈油 豆油 菜油 豆粕 菜粕 大豆 玉米 花生各占生产成本的百分之几?今年只套保这些品种吗？ 还有其他品种吗？,您好！公司在年报、半年报中披露了原材料采购金额和采购单价。公司套期保值业务涉及的业务品种主要为公司生产经营直接相关的原料和产品，主要包括：进口大豆、国产大豆、棕榈油、豆油等。谢谢！,2022-12-21,2022-12-21,金龙鱼,[300999]
中央经济工作会议：要全面推进乡村振兴！金龙鱼在河北省蔚县大力扶持当地特产小米种植，并通过产供销一体化模式推出了爱心系列产品，比如蔚县小米等。并邀请奥运冠军张宁点亮山村孩子奥运梦，大力支持乡村振兴计划，未来会在金龙鱼更多生产基地周边开展乡村振兴么？比如南方省份，如川渝，云贵地区。非常感谢。,您好！公司积极响应乡村振兴政策，将加工企业设立在农产品的产区，发掘当地特色农产品，通过产业帮扶，助力巩固脱贫攻坚成果，全面推进乡村振兴。谢谢！,2022-12-21,2022-12-21,金龙鱼,[300999]
您好，尊敬的董秘。西安饮食（000721.SZ）与金龙鱼签署《战略合作框架协议》，接下来会推出哪些预制菜产品给广大消费者呢？非常感谢。,您好！公司目前与西安饮食已达成初步合作意向，公司后续会根据业务发展规划和市场需求等情况决定产品计划。谢谢！,2022-12-21,2022-12-21,金龙鱼,[300999]
董秘团队您好，贵公司的下属公司益海嘉里兴平食品工业有限公司于2022年11月出现5次污染物（包括烟尘）排放超标。该超标在微博中也有相关的关注，具体参见：污染雷达站。请及时核查，并解释一下具体的超标原因，希望公司要重视和控制排污问题，谢谢。,您好！公司锅炉烟气在线监测数据与属地生态环境局实时联网，您所提到的超标情况均发生在锅炉开、停机期间，不属于实质性超标。同时，公司已第一时间向属地生态环境局报备异常情况，并在相应的污染源信息监测和发布平台做了标注。公司始终并会持续严格按照属地生态环境部门的要求进行污染物排放管理。谢谢！,2022-12-16,2022-12-16,金龙鱼,[300999]
董秘您好：我留意到你们的下属公司益海嘉里武汉粮油工业有限公司于2022年11月出现3次污染物（包括烟尘实测浓度）排放超标。该超标在微博中也有相关的关注，具体参见：污染雷达站。不知道是什么原因，请麻烦管理层核查整改并说明原因，也请重视和控制排污问题。,您好！公司锅炉烟气在线监测数据与属地生态环境局实时联网，您所提到的超标情况均发生在锅炉开、停机期间，不属于实质性超标。同时，公司已第一时间向属地生态环境局报备异常情况，并在相应的污染源信息监测和发布平台做了标注。公司始终并会持续严格按照属地生态环境部门的要求进行污染物排放管理。谢谢！,2022-12-16,2022-12-16,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼周口基地工厂是与周口供销社合资建设的，随着金龙鱼全国网点快速铺设会继续走与所在地供销社合股模式么？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-12-16,2022-12-16,金龙鱼,[300999]
"您好，尊敬的董秘。益海嘉里金龙鱼微博号更新的非常好，建议开通雪球APP,东方财富APP企业公众号，方便更多股东得到来自上市公司金龙鱼的各种资讯，非常感谢。",感谢您的关注和建议！,2022-12-13,2022-12-13,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼在浙江温州港乐清湾港区通用作业区（C区）4泊位工程，建设规模为新建1个10万吨级通用泊位及相应的配套设施，泊位长度290米，年设计通过能力452万吨。目前建设进度如何？预计何时竣工开航？非常感谢。,您好！公司与温州港集团合资成立温州港益嘉港务有限公司，该项目预计于2024年底建成。作为公司温州粮油食品产业的配套设施，该项目投入使用后将有利于提升公司及区域内货物的集散效率。谢谢！,2022-12-13,2022-12-13,金龙鱼,[300999]
截止12月12日，最新股东人数是多少？,"您好！截至2022年12月9日公司股东共计167,674户。谢谢！",2022-12-13,2022-12-13,金龙鱼,[300999]
金龙鱼完成首批7个油脂科技产品的碳足迹认证，掌握癸二酸、脂肪酸、脂肪醇、仲辛醇、混合酸、棕榈酸、硬脂酸等7个产品生命周期内的温室气体排放水平。这些产品的产能未来会有拓展空间么？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-12-13,2022-12-13,金龙鱼,[300999]
您好，尊敬的董秘。随着开放，旅游逐渐恢复，目前大家乘坐飞机的普遍感受是，航空餐食比较单一，没有地域特色，千篇一律。金龙鱼未来是否可以与各大航空公司合作，利用目前在各地铺设的中央厨房，打造特色航空餐食呢？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-12-13,2022-12-13,金龙鱼,[300999]
您好，尊敬的董秘，国际权威指数机构摩根士丹利资本国际公司（MSCI）公布最新年度ESG评级结果。金龙鱼凭借在践行ESG方面的出色表现连跳三级，跃升至BBB级，并在2022年财联社第三届ESG企业高峰论坛暨2022财联社“致远奖”颁奖上荣获“ESG先锋奖”，在ESG治理上处于国内上市公司食品饮料行业领军地位，未来会协同更多合作伙伴公司一起提升ESG治理么？非常感谢。,您好！公司在运营过程中，始终贯彻ESG的可持续发展理念，倡导供应链上下游共同践行ESG。未来，公司会继续通过ESG管理不断提升公司竞争力，积极推动公司和行业的可持续发展。谢谢！,2022-12-13,2022-12-13,金龙鱼,[300999]
请问元力股份是否要跟你们在东南亚的工厂设立长中长 弄椰壳等生物质原料 供应你们合资的公司做活性炭或硬碳原来料等？未来是否会全面加大合作力度和深度？,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2022-12-13,2022-12-13,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼母公司有投资生物柴油（Biodiesel）业务，目前金龙鱼在中国区有投资此类业务么？近些年印尼的B40、巴西的B15、美国的RVO，接二连三地引发油脂市场波动。可再生柴油被称为第二代生物柴油，石油巨头及国际粮商们纷纷下场布局，大量可再生柴油工厂被筹建。金龙鱼有此规划么？非常感谢。,您好！公司目前没有投资生物柴油。谢谢！,2022-12-9,2022-12-9,金龙鱼,[300999]
请问最近一期股东人数是多少，谢谢,"您好！截至2022年11月30日公司股东共计169,217户。谢谢！",2022-12-9,2022-12-9,金龙鱼,[300999]
以岭药业与金龙鱼联合研发的连花清瘟的13味配方洗涤产品如洁劲100连花免洗净手消毒凝胶、洁劲100连花清肤泡沫抑菌洗手液、洁劲100连花清肤皂等均在各大电商平台出现售罄，一直处于断货的状态，公司是否可以适当增加产能，来满足消费者需求？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜，未来我们也会持续为消费者提供更多优质的日化产品。谢谢！,2022-12-9,2022-12-9,金龙鱼,[300999]
金龙鱼与元力股份合作的木质活性炭已连续多年产量、销售量、出口量居全国第一，电容炭产能居国内前列。随着稻米油与米面产能扩张，是否可以持续扩大金龙鱼自主专利技术的白炭黑产能，来满足国内需求？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-12-9,2022-12-9,金龙鱼,[300999]
江苏万淇生物科技股份有限公司（万淇股份）和金龙鱼强强联合，成立万淇丰益（泰州）生物科技有限公司。金龙鱼公司是全球油脂行业、淀粉和葡糖糖行业的重要供应商，万淇股份是国内糖苷类表活的主要生产企业。此次合作，为公司年产20万吨绿色表面活性剂，此类产品广泛应用于美容，制药，洗涤，环境，会为上市公司带来多少增益？非常感谢。,您好！公司是国内重要的农产品和食品加工企业之一。关于公司合资公司的盈利情况，目前没有需要公开披露的信息。谢谢！,2022-12-9,2022-12-9,金龙鱼,[300999]
您好，公司食用油业务占厨房食品的比例是多少？谢谢!,您好！公司进入食用油领域多年，食用油业务是公司重要的业务板块之一，其占比也相对较高。公司上市以来并未公开披露食用油业务具体的占比数据。谢谢！,2022-12-6,2022-12-6,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼阳江调味品（酱油）预期什么时候可以投产？口味还是丸庄系列为主，还是独有的南派（阳江）酱油？非常感谢。,您好！公司阳江项目预计于明年投产，阳江工厂的酱油是广式酱油。谢谢！,2022-12-6,2022-12-6,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼在河南投建项目比较多，近日，益海嘉里（开封）食品工业有限公司（简称“开封工厂”）花生榨油项目举行投产开机仪式。开封工厂项目总占地面积约506亩，以花生压榨、大豆压榨、灌装、小麦和大米加工为主，业务范围涵盖中、小包装食用油、大米、面粉贸易等多个领域。金龙鱼在周口，郑州，开封均有开设基地公司，是看中了河南哪些优势？非常感谢。,您好！公司是根据业务发展规划、当地的原料情况及市场需求等众多因素来决定新项目的建设。谢谢！,2022-12-6,2022-12-6,金龙鱼,[300999]
第八届农业博览会暨农业合作发展大会正式开幕。金龙鱼看好四川农业产业良好的基础优势、市场环境和区位条件，目前已在成都及德阳建立了万亩油菜籽原料基地，并通过与专业合作社合作及三产融合发展，带动农民增收，提升订单农业效益。助学、赈灾及乡村振兴等公益慈善项目也在持续开展。未来，将布局中央厨房园区等全产业链项目，川渝地区是人口消费集中区，金龙鱼未来会开发哪些特色化产品来服务川渝地区消费者呢？谢谢,您好！关于这方面的情况，请关注公司后续的产品发布等营销信息。谢谢！,2022-12-6,2022-12-6,金龙鱼,[300999]
您好，尊敬的董秘。随着各地逐渐开放，夜间经济将会蓬勃发展，新闻得知金龙鱼为深圳夜间经济助攻，高质量粮油让夜生活更有味，据大会公布数据显示，超过60%的消费发生在夜间。金龙鱼会在各大城市开展此类助攻活动么？非常感谢。,您好！公司在不同地区有不同的营销活动，关于这方面的情况，请关注公司后续发布的营销信息。谢谢！,2022-12-6,2022-12-6,金龙鱼,[300999]
12个多亿元的原材料都采购了哪些？合计多少钱每斤？可以制成多少斤成品、什么成品？是否存在高价购买原材料情况？请披露,您好！公司在年报、半年报中披露了原材料采购金额和采购单价，以及产成品的销售情况。公司原材料采购价格以国内和国际商品市场的价格为基础，同时根据自身订单情况确定较为合理的原材料采购数量和采购时间，谢谢！,2022-12-2,2022-12-2,金龙鱼,[300999]
您好，尊敬的董秘。目前调味品系列特别是酱油产品出现“金龙鱼”品牌与“丸庄”的酱油，对于金龙鱼调味品是否会走胡姬花，金龙鱼花生油的营销模式？非常感谢。,您好！公司会根据不同产品的特点和产品定位制定相应的营销策略。谢谢！,2022-12-2,2022-12-2,金龙鱼,[300999]
在议题为“金融支持全面推进乡村振兴”的论坛上，金龙鱼部分同行开展数字人民币对农收购结算试点，丰富了应用场景和推广经验，展示了资金到账快、支付成功率高、农民选择丰富等独特的优势，做到了粮出手、钱到手、零延迟、可追溯。金龙鱼目前是否也采用数字人民币？非常感谢。,您好！公司目前没有使用数字人民币。谢谢！,2022-11-28,2022-11-28,金龙鱼,[300999]
公司面对原材料成本上涨，是否会同比例上调产品价格？；供应商提价，公司不通过增加应付账款，以弥补成本损失？；或是不通过降低应收账款，以弥补成本损失？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品，公司通常会根据各个品种的原料、行情、市场竞争力、消费力等多方因素综合考虑后决定调整价格的时机以及调整的幅度，相对比较谨慎，除了调价之外，我们也会通过调整促销力度、费用投入等来进行调节。公司前三季度上调了部分产品的售价，但并未完全覆盖原材料成本的上涨。针对应付账款和应收账款的管理，公司有完善的制度，应收和应付账款的周转天数正常，谢谢！,2022-11-28,2022-11-28,金龙鱼,[300999]
您好，尊敬的董秘。各地防疫趋紧，对于金龙鱼在全国各地工厂生产有影响么？防疫保供工作目前如何？非常感谢。,您好！公司各地工厂会按照当地有关部门的要求采取疫情防控措施，并努力提供充足的粮油等产品供应。谢谢！,2022-11-28,2022-11-28,金龙鱼,[300999]
您好，尊敬的董秘。全国农产品深加工典型企业宣传推广活动暨泸州市农产品投资贸易合作推介会在四川省泸州市召开。川渝地区作为天府之国，金龙鱼会加大川渝地区粮油深加工以及饲料新项目拓展么？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定相关事宜。谢谢！,2022-11-28,2022-11-28,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼目前新出品的咖啡系列产品小鹰咖（EAGLEPREMIUM） 意式浓缩咖啡液是在采用什么咖啡豆，在金龙鱼旗下哪家工厂制作？非常感谢。,您好！小鹰咖啡不是公司旗下产品，是公司合作伙伴推出的产品。谢谢！,2022-11-28,2022-11-28,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼每年高达十几亿的广告费，未来有无可能每年拿出部分金额来扶持新生代美食UP主，他们的性价比非常高，这类UP主也多，传统的TV广告在新一代年轻人里宣传效果已经弱化，非常感谢。,您好！公司十分重视新媒体传播，会根据不同产品的特点及传播目标与不同的达人、UP主进行合作。谢谢！,2022-11-28,2022-11-28,金龙鱼,[300999]
截止11月25日，最新股东人数是多少,"您好！截至2022年11月18日公司股东共计169,076户。谢谢！",2022-11-24,2022-11-24,金龙鱼,[300999]
陕西西凤酒事业部总经理佟晓峰表示，金龙鱼（陕西兴平）是西北地区集食用油脂、面粉、大米、食品加工和粮油贸易、物流为一体的综合性粮油食品龙头企业。而西凤酒作为西北地区标志性的白酒品牌，是能够代表陕西乃至西北精神和文化的一张靓丽名片，其高端战略产品红西凤更是与益海嘉里食品工业有限公司形象高度契合。希望未来在商务用酒方面，能够与西凤探讨更多合作可能，金龙鱼未来会如何打造？非常感谢。,您好！公司会根据市场需求和业务发展等情况决定合作事宜。谢谢！,2022-11-24,2022-11-24,金龙鱼,[300999]
