字段1,字段2,字段3,字段4,文本,文本1
"
							:上汽集团(600104)作为多年股东，发现员工持有自己公司股票的比例少的可怜，股价这几年也是连续下跌，估值恢复靠大股东增值和回购是不够的，建议接下来的股权激励对象能够包括：持有公司股票的上汽普通员工，也算是对长期持有公司股票看好支持公司的员工一种激励，也是对大量未持有公司股票的其他员工一种鞭策，这样公司估值的恢复就多了一份力量--来自股权激励过后未持有公司股票员工的买入。用来应对后续第二次、第三次的股权激励
						","
							您好，感谢您的建议。
						",2023年07月18日 16:30,2023年07月28日 16:58,上汽集团,(600104)
"
							:上汽集团(600104)请问奥迪购买贵司控股的智己纯电平台相关技术，是否会拉升贵司股价？
						","
							您好，上汽集团于7月27日宣布，已与奥迪公司签署谅解备忘录，双方将结合各自优势，加快上汽奥迪全新电动车型开发，满足中国客户对高端电动智能网联汽车的需求。上汽将充分利用自身技术优势，携手奥迪联合开发产品，开启合资合作新篇章，打造互利双赢新模式。
						",2023年07月13日 14:24,2023年07月28日 16:58,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，咨询下烟台亚通精工是不是贵公司的供货商啊
						","
							您好，该事宜敬请咨询相关公司。
						",2023年07月13日 12:55,2023年07月28日 16:57,上汽集团,(600104)
"
							:上汽集团(600104)董秘 你好  集团上半年销量2,071,641，原先的年度计划需要调整吗？
						","
							您好，由于车购税优惠政策和新能源补贴在去年底退出，对今年市场开局造成需求透支，同时受市场价格波动等多重动因素的叠加影响，上半年国内汽车行业呈现弱复苏态势，但第二季度环比第一季度改善明显，市场环比增长18%。公司今年开局也面临很大挑战，但销量逐季环比走高的势头非常强劲，第二季度销量环比第一季度增长32%，增速跑赢大盘。随着二、三季度多款重磅新品上市销售，公司产销逐季向好的势头也将越来越明显，公司会全力以赴、冲刺全年目标。
						",2023年07月12日 09:17,2023年07月28日 16:56,上汽集团,(600104)
"
							:上汽集团(600104)最近看到报道荣威D7能跑1400公里，这个解决用户里程焦虑问题，要多做这种产品和宣传。把用户需求&amp;体验服务为作为导向，不断开发符合用户需求的产品出来才能扭转颓势。
						","
							您好，感谢您的关注和建议。
						",2023年07月12日 08:57,2023年07月28日 16:56,上汽集团,(600104)
"
							:上汽集团(600104)斑马系统非常好用，不卡，我朋友开了我的名爵都说好。就是全景摄像头像素太差了，模糊的一匹，很掉分。摄像头能花几个钱成本？就不能上好点的吗？
						","
							您好，感谢您的反馈和建议。
						",2023年07月11日 13:46,2023年07月28日 16:54,上汽集团,(600104)
"
							:上汽集团(600104)董秘 上汽大众6月乘联公布销量为9.9万 一汽大众为17.9万部，不知公司概采取什么措施奋起直追？另外这是我一个朋友买车的感受：我觉得上汽大众真的需要思变，这次选车，我去大众的4S店总共有四次，是真心想买大众的车。但是无论是外观、内饰、科技感，都没有特别的亮点能吸引我，中规中矩，还是在吃老本
						","
							您好，感谢您的反馈，上汽大众正努力通过提高产品竞争力、优化产销结构、变革营销模式、焕新服务方式等举措，更好满足用户需求。
						",2023年07月11日 11:57,2023年07月28日 16:54,上汽集团,(600104)
"
							:上汽集团(600104)你好懂秘，你请问一下，公司什么时候上市搭载 复合集流体高安全电池的新能源汽车？
						","
							您好，公司目前尚未落地搭载该电池技术车型。
						",2023年07月05日 15:48,2023年07月28日 16:53,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，请问贵司有没有减速器产品？
						","
							您好，公司减速器主要集成在动力系统中，不单独对外销售。
						",2023年07月05日 11:43,2023年07月28日 16:53,上汽集团,(600104)
"
							:上汽集团(600104)请问长安股价要超过上汽怎么看待
						","
							谢谢关注。
						",2023年07月04日 13:30,2023年07月14日 17:10,上汽集团,(600104)
"
							:上汽集团(600104)您好 请问公司目前是否有对俄罗斯出口或在俄罗斯投资设厂？谢谢
						","
							您好，公司在拓展海外市场过程中，将从政策法规、经济发展、营商环境等多维度进行分析研究，并结合公司产品的特点，评估目标市场的机会与风险，以作出相应的决策。感谢您的关注！
						",2023年07月03日 11:24,2023年07月14日 17:10,上汽集团,(600104)
"
							:上汽集团(600104)关注点4S销售服务意识培训吧，这方面不重视好企业也会慢慢消耗亡的，恒大就是例子，地方销售服务很差，走向衰败的因素之一。即便你的产品供不应求，独一无二，市场称霸，也不能店大压客，媒体时代，水亦能覆舟。
						","
							您好，感谢您的反馈和建议。
						",2023年06月29日 14:30,2023年07月14日 17:08,上汽集团,(600104)
"
							:上汽集团(600104)据媒体报道，印度金达尔西南集团（Jindal Southwest，简称JSW）正试图收购名爵汽车印度有限公司（MG Motor India）部分股权，上汽集团将丧失控制权，并且估值原为100亿美元，但随后的估值降至15亿美元。请问报告涉及事项是否属实并与公司相关？若相关，请问估值骤降的原因是什么？谢谢！
						","
							您好，上汽集团于6月26日发布了《关于近期涉上汽MG印度公司不实报道的澄清说明》，敬请查阅。公司相关信息请以公司在官方渠道或指定媒体发布的信息为准。
						",2023年06月26日 09:26,2023年07月14日 17:08,上汽集团,(600104)
"
							:上汽集团(600104)公司品牌众多，一点小小的改善都会获取很多的收益。集团各种资源是否共享，如产能、技术、通用化生产平台，短时间可以加速新品推出抢占市场。
						","
							您好，感谢您的反馈和建议，公司自主研发并打造“七大技术底座”，包括纯电、混动、燃料电池三大整车架构平台，以及动力电池、动力总成、电驱系统、软件架构等四大关键系统，通过技术底座的应用赋能，加快产品迭代，助力品牌发展。
						",2023年06月21日 13:00,2023年06月30日 17:36,上汽集团,(600104)
"
							:上汽集团(600104)现在新能源品牌众多，百花争艳，将来不可能有这么多公司，公司是否做好国家响应号召做好并购重组和被并购重组做强做大提高资源利用率。
						","
							谢谢关注。
						",2023年06月21日 12:59,2023年06月30日 17:36,上汽集团,(600104)
"
							:上汽集团(600104)请公司高层不要忽视股市投资者，股民之中卧虎藏龙。网络对汽车的期待放在智能辅助驾驶方面，四个品牌搞四个智驾系统，怎么和华为比？公司何不把力量往一处使，集全研究院之力，打造一个媲美华为的智驾系统出来！在发布会上，不说“遥遥领先”，说和华为“并驾齐驱”不是也很有震撼力么？
						","
							您好，感谢您的建议。
						",2023年06月20日 09:01,2023年06月30日 17:35,上汽集团,(600104)
"
							:上汽集团(600104)别克E4 E5用的是哪家的电池？是时代上汽上汽时代自己的电池吗？
						","
							您好，上汽通用奥特能电动车平台具有行业领先的模块化拓展能力，使其可以支持灵活的技术方案，包括支持各种电芯配方，不管是目前别克E5、E4搭载的三元锂电池、磷酸铁锂电池，还是以后可能应用的锂金属电池、固态电池等，都能为我所用。作为电动化发展“长期主义”的投入者，上汽通用汽车会携手供应商共同开发和使用行业领先的技术，让电动出行变得更加安心、省心和放心。
						",2023年06月20日 08:40,2023年06月30日 17:35,上汽集团,(600104)
"
							:上汽集团(600104)上汽在大本营上海卖不过广汽埃安，想过为什么吗？
						","
							您好，感谢您的鞭策，同时也请您再核实一下数据来源和统计口径，从上海地区的上险数据看，您的判断与实际情况不符。
						",2023年06月19日 12:50,2023年06月30日 17:34,上汽集团,(600104)
"
							:上汽集团(600104)你好！特斯拉近年来成为全球爆款，贵司是否有燃油版的model 3/Y的技术储备？
						","
							您好，公司正持续深化完善创新技术体系：公司设立创新研究开发总院，打造“技术创新、团队创业、个人成长”三者有机融合的平台，并聚合内外部创新资源，打造“七大技术底座”。在完善电动化布局方面，与清陶能源成立固态电池联合实验室；携手中石油、中石化、宁德时代等成立捷能智电，支持飞凡R7换电版车型，并完成第一代换电站开发交付；捷氢科技推出第四代燃料电池系统在多种车型上的搭载方案，拓展多元化示范应用场景。在推进智能网联技术升级方面，零束科技举办第二届SOA大会，推出SOA数字商城，初步实现“软件可买可卖”的商业闭环；与OPPO、地平线等在“生态域”、大算力芯片等领域深化合作；赛可智能深入推进自动驾驶算法的研发，初步建成Robotaxi数据工厂；海外出行公司持续赋能国际化业务，搭载i-SMART的海外车联网用户已超30万。
						",2023年06月19日 11:34,2023年06月30日 17:33,上汽集团,(600104)
"
							:上汽集团(600104)建议：第一、坚决向华为学习，在智能辅助驾驶方面，五个子品牌保持统一研发和应用，打造一个响亮的智驾品牌，比如“上汽智驾”；第二、五个品牌通过空间性能、舒适性能拉开价位；第三、通过外观满足不同性格的消费者；比如沉稳厚重，激进前卫等。现在飞凡和智己已经出现窝内斗迹象，一个搞零重力椅子，一个搞巴赫，太浪费广告资源！警惕啊，不把力往一处使，会淘汰的，股价跌成这样了，是群众对产品和管理的不信任投票！
						","
							您好，感谢您的建议。
						",2023年06月19日 10:12,2023年06月30日 17:33,上汽集团,(600104)
"
							:上汽集团(600104)贵公司目前有多少股东
						","
							您好，公司会在定期报告中披露报告期末的股东总数，截至2023年3月31日股东总数为233,637户。
						",2023年06月16日 15:19,2023年06月30日 17:31,上汽集团,(600104)
"
							:上汽集团(600104)鉴于小米公司在印度被罚没约50亿元人民币，我对印度的营商环境感到担忧，上汽集团在全球布局甚多，请问上汽集团有无,或者计划,要在印度的投资？如果有投资，请做好预防工作。
						","
							您好，感谢您的关注和建议。
						",2023年06月14日 08:49,2023年06月30日 17:31,上汽集团,(600104)
"
							:上汽集团(600104)公司要重视市值管理，公司是整体上市公司，市值霸榜有利于旗下所有品牌传播，市值高有利于融资有利于品牌传播、如市值不行投资者消费就怀疑集团实力不行。如腾讯移动茅台宁德无人不知、展示大厂实力出品。
						","
							您好，感谢您的关注和建议。
						",2023年06月12日 09:57,2023年06月30日 17:30,上汽集团,(600104)
"
							:上汽集团(600104)公司充分发挥优势，不断扩充智己飞凡推出新品，丰富的产品矩阵能够更好夺取市场份额。参考比亚迪和大众命名就很好。海鸥、海豚、ID系列。简单容易记住。五菱缤果、五菱XX、这种命名能够很好传播品牌。向消费者传递上汽集团整体雄厚技术实力，如：智己、飞凡、荣威、名爵、大通、汽车尾部印上汽集团一样。
						","
							您好，感谢您的建议。
						",2023年06月12日 09:57,2023年06月30日 17:29,上汽集团,(600104)
"
							:上汽集团(600104)对于贵公司4s店销售水平非常失望，还停留在10年前，别人新能源都是求着客户试驾，而你们呢，当新客户来看你们的车，等等车，销售一点精神没有，都想着给客户算算价格，客户啪啪掏钱买了，其实你们很多产品都没问题的，比如荣威rx5第三代，可是用户不知道好啊？能不能学学新势力的营销拼命让客户先去试驾等！比如可以对销售人员进行试驾奖励等机制！！你们真的一点狼性都没有。
						","
							您好，感谢您的反馈和建议。
						",2023年06月09日 09:28,2023年06月16日 17:34,上汽集团,(600104)
"
							:上汽集团(600104)荣威名爵品牌存在感太低，还没有五菱品牌存在感强，没什么新品，迭代慢。走一把拉一把推一把被动局面，不注重品牌建设。这么激烈的竞争这种速度很难脱颖而出。要改革，营销改革，品牌建设，加速占领技术制高点，快速迭代适应新时代。
						","
							您好，MG定位“全球知名汽车品牌”，传承百年经典，赋予运动、潮流等全新理念，让全球用户爱上中国车。2022年，MG海外销量首破50万辆，连续四年保持中国单一品牌海外销量冠军；荣威致力成为中国消费者“首选的新能源汽车品牌”，提供纯电、插混等多种新能源解决方案，为中国用户提供高品质的出行体验。未来三年，荣威、MG将发布10款以上新能源产品。
						",2023年06月09日 09:16,2023年06月16日 17:34,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，最新资料显示上汽创新研发总院研发人员主要在国内，致力于发展成为国际一流研发平台，2023年3月，总研发人员近7000人。现在3个月已经过去，总研究人数达到多少人？预计多久可以达到宣传的1万研究人员？
						","
							您好，上汽创新研发总院将按照国际一流研发平台的发展目标，以及创新研发项目的实际需要，持续做强研发人才队伍。
						",2023年06月07日 09:39,2023年06月16日 17:32,上汽集团,(600104)
"
							:上汽集团(600104)捷氢科技分拆上市是不是要黄了？
						","
							您好，捷氢科技拟分拆至科创板上市工作仍在推进过程中。
						",2023年06月07日 08:44,2023年06月16日 17:32,上汽集团,(600104)
"
							:上汽集团(600104)给贵司提个建议，目前国内周、月初各种周发布上险量数据，交付量数据。榜单上维度没有上汽的车型，各种榜单里面五菱销量明明好几万，都不上榜，排除上汽集团的大部分品牌在外。还有上汽的海外出口畅销MG4车型，大家都以为名爵没有新能源。建议：上汽是否可以每月月初或者每周初发布上个月或者周的所有车企出口数据榜单排名，给大家看看上汽的销量和实力。这个比请明星做广告的传播流量宣传更可靠性。望贵司能采纳落实。
						","
							您好，感谢您的建议。
						",2023年06月05日 11:49,2023年06月16日 17:31,上汽集团,(600104)
"
							:上汽集团(600104)贵公司在新能汽车方面已经处于不利地位，所谓兵马未动粮草先行，主要是一个先字，并且我个人不喜欢电动汽车，有里程焦虑，充电时间过长，请问公司在氢能源方面处于行业的哪个阶段，研发方面如何？
						","
							您好，上汽集团旗下的捷氢科技作为上海市燃料电池汽车示范应用项目联合牵头单位之一，先后开展了乘用车、团体客车、4.5吨冷链物流车、18吨和49吨重型卡车等多款燃料电池车型示范运营，实现“商乘并举”，全面覆盖商务出行、通勤班车、冷链配送、物流运输等领域。
						",2023年06月05日 09:56,2023年06月16日 17:30,上汽集团,(600104)
"
							:上汽集团(600104)贵公司年报说，自主品牌销量占据半壁江山，比重超过50%以上，那么请问贵司有哪些品牌算是自主品牌？比如五菱是由上汽，通用等持股，五菱算是自主品牌还是合资品牌？
						","
							您好，上汽通用五菱汽车股份有限公司为公司控股子公司，五菱品牌是自主品牌。
						",2023年06月05日 09:50,2023年06月16日 17:29,上汽集团,(600104)
"
							:上汽集团(600104)董秘 你好  公司飞凡、智己、上汽奥迪销量都不理想，这三个品牌都是新品牌，市场接受度低，我个人建议公司应该加大促销力度，至少要让市场有一定的拥有量后再逐步取消促销力度，否则市场培育会是个很漫长的过程。
						","
							您好，感谢您的建议。
						",2023年06月02日 17:00,2023年06月16日 17:29,上汽集团,(600104)
"
							:上汽集团(600104)每次 比亚迪一号就发销售月报出来了，公司每次都拖到很晚，是不是执行力不够强呢？
						","
							您好，公司下属有多家整车企业，需要进行数据汇总整理，望予理解。原则上公司产销快报于每月上旬发布，敬请关注。
						",2023年06月02日 16:10,2023年06月16日 17:29,上汽集团,(600104)
"
							:上汽集团(600104)接着请明细代言的事情继续说：飞凡请抖音大V做广告，各个大V，同时做广告，广告内容还千篇一律，引起了身边朋友的一致的吐槽。这么大的品牌刚开局的营销形象很重要，感觉就是撒钱，同一时间，不同大v还同一广告内容一阵风而过。贵司的营销策划部门这么差劲的吗，建议kpi考核不合格。建议贵司的营销去看看抖音里三电之家等等大v是怎么借技术渠道开始讲谁的车好的。看看人家广告做的高明之处。直播间每天晚上都是好几千人。
						","
							您好，感谢您的反馈和建议。
						",2023年06月02日 08:58,2023年06月16日 17:28,上汽集团,(600104)
"
							:上汽集团(600104)汽车钥匙增加多种手机品牌，如APP增加应用场景。
						","
							您好，感谢您的建议，集团下属整车企业的汽车钥匙目前支持多个手机品牌，后续还将继续上线新的应用场景。
						",2023年06月01日 12:50,2023年06月16日 17:28,上汽集团,(600104)
"
							:上汽集团(600104)公司股价已经严重脱离其每股净资产，公司高层应该给投资者带来希望，而不是任由扭曲的价值引导，应该回购股份注销，扭转运营下滑局势，跟投资者建立信任关系。
						","
							您好，感谢您的建议。
						",2023年05月31日 08:46,2023年06月16日 17:28,上汽集团,(600104)
"
							:上汽集团(600104)董秘好，请问上汽集团是个金融公司吗？我看到上汽集团到处投资，不卖汽车了？
						","
							您好，上汽集团业务主要涵盖整车、零部件、移动出行和服务、金融、国际经营、创新科技等领域，已形成以整车板块为龙头、各板块紧密协同、相互赋能、融合发展的六大业务板块格局。金融是公司重要的业务板块之一。
上汽产业金融投资是围绕公司创新转型战略，布局产业创新生态。通过产业金融投资及汽车产业链核心业务之间的协同，凭借产业资本的优势，在上下游产业链核心环节进行布局，全方位服务和支持集团及核心企业的战略需求，构建核心产业链及被投企业组成的资源生态圈，对产业加速创新有积极推动作用。
						",2023年05月29日 14:57,2023年06月16日 17:25,上汽集团,(600104)
"
							:上汽集团(600104)激烈的竞争，很快就会出现类似摩拜单车的翻版。公司首先保证充沛的现金流，低负债，清理库存，降本增效做好产品才能更好的活下去。激烈的竞争会有很多难以撑下去的低价好公司，准备收购做强做大。
						","
							您好，感谢您的建议。
						",2023年05月29日 09:21,2023年06月16日 17:24,上汽集团,(600104)
"
							:上汽集团(600104)智己L7是好车，怎么不大卖？营销要创新，价格要有竞争力，宣传要到位。
						","
							您好，感谢您的建议。
						",2023年05月29日 08:58,2023年06月16日 17:23,上汽集团,(600104)
"
							:上汽集团(600104)公司不注重深耕10～20 万级别的试产，混动没看到爆款。反观旗下五菱做的还行，荣威名爵存在太低，需要加强建设。五菱品牌有各种好标签，人民代步，耐用，树立良好的形象。其他品牌要借鉴经验品牌向上。
						","
							您好，感谢您的建议。
						",2023年05月29日 08:58,2023年06月16日 17:23,上汽集团,(600104)
"
							:上汽集团(600104)产品的本质是解决?户的痛点，满??户的需求爽点。混动就是解决里程焦虑，在混动市场公司布局看上去似空白状态。公司研究的固态电池什么时候能够落地，能否有效解决里程焦虑和安全问题。
						","
							您好，5月31日，上汽集团和清陶能源签订增资扩股协议和战略合作框架协议。上汽集团将加快清陶能源现有固态电池产品在自主品牌车型上的产业化应用，2024年上半年智己汽车搭载固态电池的高性能、长续航车型将首先实现规模化量产，2025年上半年起，智己、飞凡、荣威、MG将推出多款相关量产车型。
						",2023年05月29日 08:58,2023年06月16日 17:22,上汽集团,(600104)
"
							:上汽集团(600104)贵集团言行不一，太会忽悠了，口口声声说拿业绩回馈广大投资者，业绩一年不如一年，你们到处投资，请问投资的那些公司有盈利？有合并报表？股价又创新低了，再这样下去连千亿市值都保不住了
						","
							您好，上汽产业金融投资是围绕公司创新转型战略，布局产业创新生态。通过产业金融投资及汽车产业链核心业务之间的协同，凭借产业资本的优势，在上下游产业链核心环节进行布局，全方位服务和支持集团及核心企业的战略需求，构建核心产业链及被投企业组成的资源生态圈，对产业加速创新有积极推动作用。
						",2023年05月25日 14:09,2023年06月02日 18:06,上汽集团,(600104)
"
							:上汽集团(600104)公司最近汽车出口业务开展情况如何？
						","
							您好，公司4月海外销量约9万辆，同比增长130.5%,公司每月会在产销快报中披露出口及海外基地产销量，敬请关注产销快报。
						",2023年05月25日 13:52,2023年06月02日 18:06,上汽集团,(600104)
"
							:上汽集团(600104)公司市值低于净资产差不多快一半了，能否回购注销股票，体现自身价值。
						","
							您好，感谢您的关注和建议。
						",2023年05月25日 13:17,2023年06月02日 18:05,上汽集团,(600104)
"
							:上汽集团(600104)为何公司深耕多年的自主品牌还没有新势力跑的快呢？这是什么原因呢？
						","
							您好，公司自主品牌中高端智能电动车品牌智己和飞凡建立的时间截至目前仅2、3年时间，正处于起步阶段，新品牌的培育和被客户认知其价值都需要一个爬坡过坎的艰难过程。随着智己LS7上市交付，智己汽车月销售稳步攀升，并且4月份智己LS7成功夺得“30万元以上中国品牌纯电SUV”月度销量冠军。此外，“中大型纯电旗舰轿车”F7也已于4月下旬正式启动全国集中交付，单周交付量突破700辆。未来三年，智己和飞凡将推出多款全新车型，并将进一步加大营销网络建设力度，实现对目标用户的更高效触达和对用户需求的更快速响应。
						",2023年05月25日 11:07,2023年06月02日 18:05,上汽集团,(600104)
"
							:上汽集团(600104)贵公司目前的股价已跌至近7年来的低点，请问公司目前的生产经营状况是否发生重大变化？有无维护股价的举措？
						","
							您好，公司密切关注股价走势，但股价表现受市场等多方面因素的影响，目前公司生产经营正常，如有重要事项，公司将严格按照相关规则履行信息披露义务。
						",2023年05月24日 14:41,2023年06月02日 18:04,上汽集团,(600104)
"
							:上汽集团(600104)上汽800v平台什么时候量产？
						","
							您好，感谢您对公司的关注，目前公司计划在今明两年智己汽车新款车型上率先实现800V平台的量产落地。
						",2023年05月22日 14:05,2023年06月02日 18:04,上汽集团,(600104)
"
							:上汽集团(600104)查了一下，公司股价创下7年来的新低。问一下：公司发展规划实现了吗？
						","
							您好，面对股价下跌，您的心情我们感同身受。目前公司正处于创新转型的关键阶段，企业经营业绩有所承压，股价表现也不够理想，但公司正加快创新转型，进一步聚焦资源，突破发展瓶颈，努力在智能电动车“新赛道”跑出加速度，并通过新赛道的创新因子赋能传统赛道，不断优化产销结构，持续推动品牌焕新。
						",2023年05月22日 09:47,2023年06月02日 18:03,上汽集团,(600104)
"
							:上汽集团(600104)董秘好，股价又创新低，净资产只有5折多点，投资有风险没错，那是投资者事情，可公司真的觉得自己就值这个价，毫无措施与对策，这对20几万信任你的股东好吗？对公司健康经营是有利吗？真的要给市场发点利好的措施了。
						","
							您好，感谢您的关注和建议。
						",2023年05月22日 09:34,2023年06月02日 18:02,上汽集团,(600104)
"
							:上汽集团(600104)上汽集团是连续多年国内汽车出口第一，去年出口汽车达到101.7万辆，但在年报中没有看到上汽出口汽车营收具体有多少，净利润及净利率有多少？目前人民币有重回贬值态势，这对上汽集团汽车出口业务是否有提升盈利能力？
						","
							您好，公司的出口业务涉及多个国家和币种，汇率变动对净利润的影响较为复杂。
						",2023年05月19日 08:47,2023年06月02日 18:02,上汽集团,(600104)
"
							:上汽集团(600104)董秘您好，面对不断下跌的股票，你们没有一点点应对措施么就
						","
							您好，公司持续关注公司股价在二级市场的表现，上汽目前正处于创新转型的关键阶段，面临以燃油车为代表的传统赛道向新赛道换道竞争的阶段调整，企业经营业绩有所承压，同时股价还受到多重短期因素的叠加影响。从长期来看，提振股价关键是要加快创新转型，一方面聚焦资源，发力智能电动车“新赛道”，在新能源、智能网联等重点领域以及芯片等“卡脖子”环节取得突破，持续跑出加速度；另一方面，我们千方百计保持在“传统赛道”的领先优势，不断优化产销结构，并通过“新赛道”上探索形成的软件、算法、生态等“创新因子”对“传统赛道”进行改造和提升，不断优化产销结构，持续推动品牌焕新。
						",2023年05月19日 08:40,2023年06月02日 18:03,上汽集团,(600104)
"
							:上汽集团(600104)请问：一年来贵公司股价连绵不断的阴跌，公司除了观望，还采取了什么措施？
						","
							您好，公司持续关注公司股价在二级市场的表现，上汽目前正处于创新转型的关键阶段，面临以燃油车为代表的传统赛道向新赛道换道竞争的阶段调整，企业经营业绩有所承压，同时股价还受到多重短期因素的叠加影响。从长期来看，提振股价关键是要加快创新转型，一方面聚焦资源，发力智能电动车“新赛道”，在新能源、智能网联等重点领域以及芯片等“卡脖子”环节取得突破，持续跑出加速度；另一方面，我们千方百计保持在“传统赛道”的领先优势，不断优化产销结构，并通过“新赛道”上探索形成的软件、算法、生态等“创新因子”对“传统赛道”进行改造和提升，不断优化产销结构，持续推动品牌焕新。
						",2023年05月17日 10:24,2023年06月02日 17:59,上汽集团,(600104)
"
							:上汽集团(600104)首先祝贺贵司五菱GSEV平台air系列在印度换标为MG的comet上市。贵司自主品牌特别是飞凡智己的中高端车型转换为MG品牌在海外上市，是否已有切实的规划？推进进度如何？
						","
							您好，公司将根据海外目标市场的用户需求特点，持续做强海外产品型谱，打造更具美誉度和影响力的“智能电动全球车”，加快推动上汽自主品牌走向全球。
						",2023年05月17日 10:14,2023年06月02日 17:59,上汽集团,(600104)
"
							:上汽集团(600104)很多用户对这几年上汽的发展提出质疑，但其实上汽发展还不错，未来国内汽车市场已经饱和，残酷激烈的竞争环境是不可避免的，建议上汽目前学习丰田汽车，主要精力放在走出去，大量出口中国制造的汽车，也是为国争光，还出口创汇，打造中国制造品牌。因为有出口利润保证，建议国内上汽要更大胆的打价格战，抢占更高的市场份额，为未来激烈的市场竞争打好基础。
						","
							您好，感谢您的肯定和建议。
						",2023年05月16日 18:12,2023年06月02日 17:58,上汽集团,(600104)
"
							:上汽集团(600104)产品矩阵不够全面，混动板块有漏网。比亚迪这一块收的盆满钵满，公司如何调整方向。
						","
							您好，公司今年下半年将推出具有超长续航的全新一代插混eRX5以及EP39（EREV）等多款混动产品，并持续攻坚燃烧系统核心技术，目前驱动系统热效率达到43%；目标到2025年进一步提升至47%，在大幅降低能耗的同时，给用户带来高品质的电感化体验。
						",2023年05月16日 13:00,2023年06月02日 17:58,上汽集团,(600104)
"
							:上汽集团(600104)留给上汽只有2条路可以走1:几个品牌同时出新车资本市场上一炮打响，创新高，带动品牌向上，出现现象级操作2:继续躺尸，无脑运营，继而倒闭。请问贵司怎么选择
						","
							您好，感谢您的建议，公司优化了品牌阵营，为用户提供多样化的选择：
智己定位“高端智能电动车品牌”，将率先搭载新一代“三电”系统、“中央计算+区域控制”的全栈3.0智能车解决方案等最新技术创新成果，为用户带来极致驾控、智能、安全体验，成为智慧新伙伴，未来三年，将再推出中型智能电动SUV、中型智能电动轿车等3款全新车型。
飞凡和荣威致力成为中国消费者“首选的新能源汽车品牌”，提供纯电、插混等多种新能源解决方案；飞凡品牌将为用户带来超越同级车的极智舒适感受，荣威品牌将为中国用户提供高品质的出行体验，未来三年，将推出6款全新主力车型，1款入门型A级电动车、3款中型电动车、2款中大型电动车，以及至少5款混动产品。
MG定位“全球知名汽车品牌”，传承百年经典，赋予运动、潮流等全新理念，让全球用户爱上中国车。
五菱定位“人民的代步车”，为用户打造具有超高性价比的精品电动小车。
上汽大众和上汽通用等合资品牌全面实施品牌焕新，将百年造车经验和电动智能新时代完美结合，推出更多满足中国消费者需求的新能源产品。
						",2023年05月16日 09:07,2023年06月02日 17:58,上汽集团,(600104)
"
							:上汽集团(600104)没有卖不出的车，只有定位不准的尴尬，强大的品牌才能支撑品牌溢价，要重视品牌建设。做到同等价位价格最优成本最低。
						","
							您好，感谢您的建议。
						",2023年05月16日 08:58,2023年06月02日 17:57,上汽集团,(600104)
"
							:上汽集团(600104)公司旗下上汽通用五菱再新能源做的不错，要加油干，摸索推广到飞凡智己荣威名爵全面开花。
						","
							您好，感谢您的建议。
						",2023年05月15日 09:29,2023年06月02日 17:56,上汽集团,(600104)
"
							:上汽集团(600104)公司拥有强大的汽车制造底蕴却无人问津，不看产品技术内核，只看皮囊与壳，把公司定义为传统汽车、依赖合资不重视技术、这些不利标签影响公司形象和发展。公司有待需要多加对新时代用户宣传教育。
						","
							您好，感谢您的建议。
						",2023年05月15日 09:37,2023年06月02日 17:56,上汽集团,(600104)
"
							:上汽集团(600104)新能源自动驾驶初期由个别好奇与经济强大的用户首先接受，大规模普及使用还得要看低成本高品质产品和用户迫切需求度（网约车：用低价跑得远新能源车能够带来可见的经济效益）决定。集团搭建一个通用大平台（物料、如大众MEB平台、充电桩、换电站、软件、各种子系统）适配多个子公司产品降低成本形成闭环优势，多个子公司利用好大平台降低成本在各个细分领域攻城拔寨。
						","
							您好，感谢您的建议。
						",2023年05月15日 09:37,2023年06月02日 17:55,上汽集团,(600104)
"
							:上汽集团(600104)国6实行近在眼前，公司的新能源业务又不甚理想，请问公司对未来的业绩展望是什么样的？市场占有率会不会被逐步蚕食？
						","
							您好，公司将坚持以市场为导向，牢牢把握“新四化”的大方向，以自主品牌核心能力建设为主要抓手，以重大创新成果持续快速落地为驱动，以数字化转型为支撑，实现制造与服务并举发展，着力打造一个品牌更有影响力、体系更具竞争力、体制机制更灵活的新上汽。在继续保持整车销量国内行业领先地位的同时，着力推动结构调整和布局优化。计划到2025年，公司力争全球整车销量达到700万辆，其中：
在品牌结构上，从合资为主向自主品牌与合资品牌鼎势发展转变，自主品牌全球销量占比达到60%；
在产品技术上，从传统汽车向电动智能网联升级发展转变，新能源汽车占公司全球销量比例达到50%，整体装备L2级及以上技术的智能网联汽车的国内销量占比超过50%；
在市场结构上，从国内为主向深耕国内与拓展海外并重发展转变，海外销量达到150万辆，占比超过20%，力争成为具有产业全球竞争力和品牌国际影响力的万亿级汽车产业集团，争创世界一流汽车企业。
						",2023年05月15日 09:17,2023年06月02日 17:54,上汽集团,(600104)
"
							:上汽集团(600104)飞凡智己的车还是不错的，品牌建设与运营做的还不够好，要优化。
						","
							您好，感谢您的肯定和建议。
						",2023年05月15日 09:12,2023年06月02日 17:54,上汽集团,(600104)
