company_name,company_code,question,answer,ask_date
上汽集团,(600104),上汽集团最近汽车出口业务开展情况如何？,公司4月海外销量约9万辆，同比增长130.5%。每月，我们会在产销快报中公布出口及海外基地产销量，请关注产销快报。,2023年05月25日
上汽集团,(600104),上汽集团为何深耕多年的自主品牌还没有新势力跑得快呢？这是什么原因呢？,公司自主品牌中高端智能电动车品牌智己和飞凡建立至今仅2、3年，处于起步阶段。新品牌的培育和价值认知过程充满挑战，需经历艰难的爬坡过坎时期。当前，随着智己LS7上市交付，智己汽车月销售稳步增长，4月份智己LS7在“30万元以上中国品牌纯电SUV”细分市场取得月度销量冠军。同时，“中大型纯电旗舰轿车”F7于4月下旬开始全国集中交付，单周交付量已突破700辆。未来三年内，智己和飞凡将推出多款全新车型，并将加大力度建设营销网络，以实现更高效的目标用户触达及对用户需求的更快速响应。,2023年05月25日
上汽集团,(600104),上汽集团目前的股价已跌至近7年来的低点，请问上汽集团目前的生产经营状况是否发生重大变化？上汽集团是否有维护股价的举措？,公司密切关注股价走势，但股价表现受市场等多方面因素影响。目前公司生产经营正常，如有重要事项，将严格按照相关规则履行信息披露义务。,2023年05月24日
上汽集团,(600104),上汽集团800v平台何时量产？,目前公司计划在今明两年智己汽车新款车型上率先实现800V平台的量产落地。,2023年05月22日
上汽集团,(600104),上汽集团股价创下7年来的新低。请问：上汽集团发展规划实现了吗？,面对股价下跌，我们理解您的感受。当前公司正处于创新转型的关键时期，经营业绩承受压力，股价表现不佳。但公司正积极加快创新转型，集中资源以突破发展瓶颈，在智能电动车领域寻求快速增长，并利用新赛道的创新元素强化传统业务。同时，公司持续优化产销结构，推动品牌更新升级。,2023年05月22日
上汽集团,(600104),上汽集团是连续多年国内汽车出口冠军，去年该集团出口汽车总量达到101.7万辆。年报中未提及上汽集团出口汽车业务的具体营收数额以及净利润和净利率。当前人民币有重回贬值趋势，这对上汽集团的汽车出口业务是否会产生提升盈利能力的影响？,公司出口业务涉及多个国家和币种，汇率变动对净利润的影响较为复杂。,2023年05月19日
上汽集团,(600104),上汽集团，面对不断下跌的股票，你们没有一点点应对措施么？,公司持续关注股价在二级市场的表现，目前正处于创新转型的关键阶段，面临从传统燃油车赛道向新赛道换道竞争的调整期，导致企业经营业绩承受压力，同时股价也受到多种短期因素的影响。从长远角度看，提振股价的核心在于加快创新转型：一方面，集中资源，全力投入智能电动车新赛道，在新能源、智能网联等关键领域以及芯片等“卡脖子”环节实现突破，保持高速增长；另一方面，我们积极保持在传统赛道的领先地位，不断优化产销结构，并通过在新赛道探索出的软件、算法、生态等创新元素来改造和提升传统赛道，持续推动品牌升级和产销结构优化。,2023年05月19日
上汽集团,(600104),上汽集团一年来股价连绵不断的阴跌，除了观望，公司还采取了什么措施？,公司持续关注股价在二级市场的表现，当前正处于创新转型的关键阶段，正面临从以燃油车为代表的传统赛道向新赛道换道竞争的阶段调整，导致企业经营业绩承受压力，同时股价受到多重短期因素的影响。长期来看，提振股价的核心在于加快创新转型：一方面，我们将聚焦资源，在智能电动车“新赛道”上发力，特别是在新能源、智能网联等关键领域以及芯片等“卡脖子”环节寻求突破，保持高速发展的态势；另一方面，我们会竭尽全力保持在“传统赛道”的领先地位，优化产销结构，并运用在“新赛道”探索出的软件、算法、生态等“创新因子”来改造和提升“传统赛道”，持续推动品牌更新与优化产销结构。,2023年05月17日
上汽集团,(600104),首先祝贺上汽集团五菱GSEV平台air系列在印度换标为MG的comet上市。上汽集团自主品牌特别是飞凡智己的中高端车型转换为MG品牌在海外上市，是否已有切实的规划？推进进度如何？,公司将根据海外目标市场的用户需求特点，持续做强海外产品型谱，致力于打造更具美誉度和影响力的“智能电动全球车”，并加快步伐推动上汽自主品牌走向全球。,2023年05月17日
上汽集团,(600104),上汽集团的产品矩阵不够全面，混动板块存在缺失。比亚迪在此领域已取得丰厚成果，上汽集团计划如何调整发展方向。,公司今年下半年将推出具有超长续航的全新一代插混eRX5以及EP39（EREV）等多款混动产品，并持续攻坚燃烧系统核心技术。目前，驱动系统热效率达到43%，目标到2025年进一步提升至47%。这一进展将实现大幅降低能耗，并为用户带来高品质的电感化体验。,2023年05月16日
上汽集团,(600104),上汽集团面临的选择只有两条路径：1. 上汽集团旗下多个品牌同时推出新车，在资本市场上一举成功，创新高，从而推动品牌升级，实现现象级运作；2. 继续保持现状，无策略地运营，最终导致倒闭。请问上汽集团将如何抉择？,"公司优化了品牌阵营，为用户提供多样化的选择：
智己定位“高端智能电动车品牌”，将搭载新一代“三电”系统和全栈3.0智能车解决方案等技术创新成果，致力于为用户带来极致驾控、智能、安全体验，并在未来三年推出3款全新车型，包括中型智能电动SUV和轿车。

飞凡与荣威品牌致力于成为中国消费者首选的新能源汽车品牌，提供纯电、插混等多种新能源解决方案。其中，飞凡品牌将带给用户超越同级车的极智舒适感受，而荣威品牌将为中国用户提供高品质出行体验。未来三年内，这两个品牌将共同推出9款新车，包括1款入门型A级电动车、3款中型电动车、2款中大型电动车以及至少5款混动产品。

MG定位为“全球知名汽车品牌”，在传承百年经典的基础上融入运动、潮流等全新理念，努力让全球用户喜爱中国车。

五菱则定位为“人民的代步车”，专注于打造具有超高性价比的精品电动小车。

上汽大众和上汽通用等合资品牌全面启动品牌焕新计划，将融合百年造车经验和电动智能新时代技术，以满足中国消费者对新能源产品的需求。",2023年05月16日
上汽集团,(600104),上汽集团国6实行近在眼前，上汽集团的新能源业务又不甚理想，请问上汽集团对未来的业绩展望是什么样的？上汽集团的市场占有率会不会被逐步蚕食？,"公司坚持以市场为导向，把握“新四化”大方向，以自主品牌核心能力建设为关键，以重大创新成果快速落地为驱动力，通过数字化转型为支撑，实现制造与服务并重发展，建设一个品牌影响力更强、体系竞争力更高、体制机制更灵活的新上汽。目标是在保持国内行业整车销量领先地位的同时，推动结构调整和布局优化。至2025年，公司力争实现全球整车销量700万辆，其中包括：

1. 品牌结构：从合资主导转向自主品牌与合资品牌均衡发展，自主品牌全球销量占比达到60%；
2. 产品技术：由传统汽车向电动智能网联方向升级转变，新能源汽车占公司全球销量比例达到50%，智能网联汽车（装备L2级及以上技术）的国内销量占比超50%；
3. 市场结构：从国内为主向深耕国内与拓展海外市场并重转变，海外销量达到150万辆，占比超过20%，力图成为具有全球竞争力和国际影响力的万亿级汽车产业集团，致力于争创世界一流汽车企业。",2023年05月15日
上汽集团,(600104),上汽集团对4s店是否有约束能力？力度如何？上汽集团的4s店声称对经保养后、维修出厂仅10天的车辆后半轴断裂、球头脱落无责任是否合理？盼复。,品牌授权4S店在业务流程、服务标准等方面接受主机厂的指导、培训和指标考核。对于反映的售后服务质量问题，可直接通过品牌方提供的服务热线联系解决。,2023年05月11日
上汽集团,(600104),上汽集团要重视品牌建设，品牌拉夸无法形成竞争力。,您好，感谢您的建议，公司进行了品牌战略优化，为用户提供多样化选择：智己定位“高端纯电智能汽车品牌”，飞凡和荣威将成为中国消费者“首选的新能源汽车品牌”，MG定位“全球知名汽车品牌”。未来三年，智己将推出3款全新车型，飞凡、荣威、MG也将发布10余款新能源产品。,2023年05月11日
上汽集团,(600104),公司要加强品牌全面建设建设，荣威名爵不能把品牌晾在一边不出名，无法形成品牌竞争力。,您好，感谢您的建议，飞凡和荣威将成为中国消费者“首选的新能源汽车品牌”，MG定位“全球知名汽车品牌”，未来三年飞凡、荣威、MG将发布10余款新能源产品。,2023年05月10日
上汽集团,(600104),请问: 上汽集团出口欧洲的名爵和上汽集团卖给国内的是一样的吗？,上汽名爵MG定位为“全球知名汽车品牌”，基于目标市场法规要求及用户需求特点，我们致力于打造全球车型，为全球用户提供高品质的产品及服务体验。,2023年05月09日
上汽集团,(600104),上汽集团的自主星云平台是否像大众MEB、通用奥特能平台一样具有通用性？上汽集团旗下品牌名爵、荣威、智己、飞凡及五菱是否都能采用这一平台？,“上汽星云”是上汽集团纯电动专属系统化整车平台，能够优化纯电优势，实现布置效率、集成度和换电可能性的平衡兼顾。该平台拥有全尺寸带宽，适用于从A级到D级的不同细分市场，包括轿车、SUV、MPV、跑车等多种车型；采用三轴电驱动技术和双高压平台布局，以满足更广泛的性能需求。MG MULAN是基于此平台打造的首款全球车型。未来，“上汽星云”纯电专属系统化平台将应用于上汽旗下的多个自主品牌。,2023年05月08日
上汽集团,(600104),"上汽集团到4月底销售整车1,265,117部，年报中提到的600万部目标，公司还有信心实现吗？",公司会统筹兼顾市场开拓与风险防范，以实现经济运行质量效益的稳步提升。,2023年05月05日
上汽集团,(600104),上汽集团2022年上半年所有者权益增加了近30亿元，请问这会带来利好消息，扭转上汽集团股价下跌的局面吗？,上市公司股价受多重因素影响，公司所有者权益增加与股价并无直接关联。股市具有风险，投资务必谨慎。,2023年05月05日
上汽集团,(600104),上汽集团2022年上半年未分配利润增加70亿元，所有者权益增加30亿元，为什么所有者权益增加的比重小于未分配利润增加的比重？,主要是其他综合收益较年初减少所致。,2023年05月05日
上汽集团,(600104),上汽集团的未分配利润较高，且2022年又有所提升，请问上汽集团这个未分配利润具体包括哪些内容？其中现金形式的未分配利润是多少？为什么上汽集团不能将未分配利润分给股东？,未分配利润是公司的累计利润减去累计分红和提取盈余公积等之后计算得出。公司每年按照税后利润的一定百分比向投资者分配股利，留存的部分则主要用于企业未来经营发展等。,2023年05月05日
上汽集团,(600104),上汽集团去年的四个子公司——大众、通用、乘用车、通用五菱无论是在燃油车还是新能源汽车方面销量不及预期。尽管新能源汽车增长率达到了46.51%，但其销量仅占总销量的约20%。此外，想了解上汽集团目前的新能源产能是多少，是否能够实现今年的目标？,"去掉打招呼、寒暄语句后：

除上汽大众MEB工厂外，公司其他新能源产品与传统车共享产能，并可根据市场情况对两类产品进行调配，实行柔性化生产。关于具体产能利用率情况，请参阅公司2022年年度报告。",2023年05月04日
上汽集团,(600104),2022年上汽集团交付新能源汽车10.68万辆，同比下滑6.40%；上汽集团在国内市场新能源汽车交付同比增长80.23%，其中纯电动车同比增长67.05%，相比之下，上汽集团在新能源汽车转型方面稍显乏力。请问上汽集团是否会转变新能源汽车战略，将发展重心由高端车型转移至中低端车型？,2022年，智己、飞凡新车上市和交付面临较大挑战，原因在于多重因素的叠加冲击。今年以来，随着智己LS7、飞凡F7等全新车型上市并完成交付，市场反响热烈。4月上海车展中，上汽集团公布“新能源汽车发展三年行动计划”，计划到2025年实现上汽新能源车年销量350万辆的目标，其中自主品牌在新能源车整体销量中的占比将达到70%，基本完成新老赛道的发展动力切换。智己定位为“高端纯电智能汽车品牌”，飞凡和荣威致力于成为中国消费者“首选的新能源汽车品牌”，MG定位为“全球知名汽车品牌”，五菱则定位为“人民的代步车”。同时，上汽大众和上汽通用等合资品牌将加快在智能电动车新赛道的产品布局，全面实施品牌焕新。公司将进一步优化品牌阵营，以提供多样化的产品选择满足用户需求。,2023年05月04日
上汽集团,(600104),2021年上汽集团处置固定资产、无形资产和其他长期资产收回的现金净额同比增加126%的原因是什么？上汽集团筹资活动产生的现金流净额和分配股利、利润或偿付利息支付的现金从18年开始都在逐年减少，具体的原因又是什么？,2021年处置固定资产、无形资产和其他长期资产收回的现金净额同比增加，主要原因是下属企业因拆迁处置房屋建筑物、报废或处置机器和运输设备。逐年减少的分配股利、利润或偿付利息支付的现金主要是由于分配股利下降。,2023年05月04日
上汽集团,(600104),上汽集团销量主要来自于上汽集团与大众、通用两大世界汽车集团的合作品牌，占比最高达到62%。若将上汽通用五菱的销量计算在内，那么这一比例将达到94%，上汽集团应如何进一步降低合资品牌占比？如何扭转连续的负增长态势？,2022年全年，公司自主品牌整车销量达到278.5万辆，占公司总销量的比重达到52.5%。后续，公司计划着力推动结构调整和布局优化，目标是到2025年，力争实现全球整车销量中自主品牌销量占比达到60%。,2023年05月04日
上汽集团,(600104),4月飞凡全车销量1400+，智己销量2000+，该成绩无疑对上汽集团又是一次重击，但似乎上汽集团的领导人仍感到沾沾自喜。面对比亚迪、长安、问界、广汽等新品牌轻松实现月销过万的成绩，上汽集团的新能源车全线表现不佳，这不仅与上汽集团拉胯的营销策略有关，还与其股民产生的负面营销效应脱不了干系。请问上汽集团近几年全线销售业绩下滑，如何进行挽救？即使是奥迪品牌，在贵公司的运营下也出现了销量低迷、库存积压的问题，对此贵公司有何解决方案？,公司中高端品牌智己、飞凡成立仅2、3年，正处于起步阶段，新品牌的培育和价值认知需要经历一个艰难的爬坡过坎过程。随着智己LS7和飞凡R7的上市交付，门店热度显著提升，智己LS7月销量已在30万元以上高端新能源品牌中名列前茅。未来三年内，智己和飞凡计划推出多款全新车型，并将加大营销网络建设力度，以实现更高效的目标用户触达及更快速的服务需求响应。,2023年05月04日
上汽集团,(600104),特斯拉大打价格战。特斯拉和比亚迪依托新能源先发优势可以持续价格战拖垮成本高的企业，上汽集团很快就看到类似摩拜单车和小黄单车的情况出现。上汽集团迫在眉睫要解决成本问题，降低负债，充足现金流才能更好地活下去。长期而言，上汽集团需要依靠重大科技突破、技术领先、卓越运营以及高品质低成本符合时代需求的产品，以对竞争对手形成有力打击。,公司瞄准用户痛点，研发更可靠节能、更具性价比的产品。在解决成本焦虑方面，将通过运用CTB、一体式压铸等先进制造集成技术，创新电动智能汽车的软硬件生产流程，并新建电动车专属样板工厂，实现简约化、大规模、低成本的生产，以大幅降低制造成本。最终目标是为用户提供同等车型中“价格最优”、同等价格下“配置最优”的整车产品。,2023年05月04日
上汽集团,(600104),特斯拉的利润高得益于技术领先、成本优势、品牌溢价以及规模效应和平台化。上汽集团作为同城竞争对手，从特斯拉身上吸取了哪些经验？,公司瞄准用户痛点，致力于研发更可靠节能、更具性价比的产品。在解决成本焦虑方面，我们运用CTB、一体式压铸等先进制造集成技术，对电动智能汽车的软硬件生产流程进行创新，并已新建电动车专属样板工厂，旨在实现简约化、大规模、低成本的生产模式，从而大幅降低制造成本。最终为用户提供在同等车型中“价格最优”、同等价格下“配置最优”的整车产品。,2023年05月04日
上汽集团,(600104),上汽集团是否有计划出混动车型呢？,"智己定位为“高端智能电动车品牌”，将率先应用新一代“三电”系统及“中央计算+区域控制”的全栈3.0智能车解决方案等前沿技术创新成果，致力于提供极致驾控、智能与安全体验，成为智慧出行新伙伴。未来三年内，计划推出3款全新车型，包括中型智能电动SUV和中型智能电动轿车。

飞凡和荣威两大品牌均致力于成为中国消费者在新能源汽车领域的首选，分别提供纯电、插混等多种新能源解决方案。其中，飞凡品牌着重于为用户打造超越同级的极智舒适驾乘感受，而荣威品牌则专注于为中国用户提供高品质的出行体验。未来三年内，两个品牌预计将联合推出至少9款新车，具体包括1款入门型A级电动车、3款中型电动车、2款中大型电动车以及5款混动产品。",2023年05月04日
上汽集团,(600104),上汽集团同为传统汽车制造商的广汽已成功凭借埃安晋级新能源头部领域，而上汽集团在新能源方面的成效相对有限，仍在寻求突破的核心竞争力。其销量与利润均出现显著下滑，且存在信息披露偏向正面的现象。请问上汽集团高层是否感受到压力？鉴于时间紧迫，如何通过改革扭转当前局势？又将如何实施营销与创新改革？,"公司将紧密围绕用户需求变化，以用户为中心，明确品牌定位，强化核心技术优势，加速体制机制变革，推动新能源战略有效实施。一方面，优化品牌组合，满足用户多样化需求；另一方面，深度研发创新技术，制造更可靠节能、性价比更高的产品，重点解决用户的安全、里程和成本焦虑，促进产品性能的极致进化。

通过这些举措，上汽将实现创新驱动和转型发展，推动新能源车销量大幅增长，产品结构更优、发展质量更高，为用户和股东创造更多价值。

在营销变革方面，公司将更快地适应市场变化、精准把握用户需求，并创新构建营销渠道。对于新创立的品牌，将进一步加强营销网络建设，探索更加灵活便捷的方式，以更高效的方式触达目标用户，以及对用户服务需求做出更快速响应。",2023年05月04日
上汽集团,(600104),"上汽集团董秘，今天有关《拒绝和华为合作，上汽集团要独立的“灵魂”，飞凡F7撕下同行的遮羞布》的文章在头条出现。据知悉，上汽集团一直与华为保持着合作项目关系，该篇文章内容存在不实情况，导致评论区大量评论指责上汽集团不爱国，并煽动公众情绪，对上汽集团形象造成负面影响。我已在今日头条平台对此进行举报，敬请关注。

举报时间：
2023-04-27","去掉打招呼、寒暄语句后的文本为：

您的关注和对上汽集团的支持，点赞！",2023年04月28日
上汽集团,(600104),上汽集团在新能源汽车的研发中，上汽集团的高增长更多还是依赖于宏光MINIEV的增长，但宏光MINIEV较低的车单价又难以给上汽集团带来利润增量，后期上汽集团会有什么样的方案？,4月上海车展上，上汽集团发布了“新能源汽车发展三年行动计划”：到2025年，集团新能源车年销量目标为350万辆，自主品牌在新能源车整体销量中的占比预期达到70%；基本完成新老赛道的发展动力切换。智己定位为“高端纯电智能汽车品牌”，飞凡和荣威致力于成为中国消费者“首选的新能源汽车品牌”，MG定位于“全球知名汽车品牌”，五菱则定位为“人民的代步车”。上汽大众和上汽通用等合资品牌也将加速在智能电动车新赛道的产品布局，并全面实施品牌焕新。公司将进一步优化品牌阵营，以提供给用户更多样化的产品选择。,2023年04月28日
上汽集团,(600104),汽车行业面临着不可抗力的缺芯困境，在此情境下，上汽集团选择与地平线共建“芯”底座，聚焦高性能芯片开发应用。今年，上汽集团又设立60亿芯片产业生态基金，强化芯片研发与上游零部件厂商合作。请问上汽集团的芯片自有率占比多少，现有芯片的供应和生产能否满足生产需要？,"为解决芯片卡脖子问题，公司采取了双管齐下的策略：一方面与合作伙伴在全球范围内积极找货抢货；另一方面加速推进芯片国产化进程。2022年国产芯片占比达到约7%，今年目标超过10%，到2025年目标提升至30%。公司将继续推动高车规等级、高功能安全类芯片的国产化。

公司已构建了较为成熟的国产芯片机制，并制定了三大核心策略：“加快落地成熟芯片，实施重大项目攻关，完善产业生态体系”。这一系列举措旨在推动下属整车和零部件企业广泛应用国产芯片，具体措施包括联合设立汽车芯片工程中心，搭建国产芯片整车验证平台，以及推动建立第三方检测平台等。2023年计划完成100款国产芯片的整车验证工作。",2023年04月27日
上汽集团,(600104),上汽集团：捷氢科技是否未能上市？,捷氢科技科创板IPO申请于2022年6月28日正式受理，首轮问询回复已完成并在上海证券交易所网站公布。截至2023年3月31日，由于本次发行上市申请文件中的财务资料已过有效期，捷氢科技已申请中止审核以进行财务更新，待财务数据更新完成后将再申请恢复审核。,2023年04月27日
上汽集团,(600104),上汽集团作为燃油车霸主，对于新能源汽车的转型决心和动力是否足够？作为传统的制造企业，上汽集团对于软件开发和技术积累的劣势是否采取足够的应对手段？,"4月上海车展上，上汽集团发布了“新能源汽车发展三年行动计划”：到2025年，集团目标实现新能源车年销量350万辆，其中自主品牌在新能源车整体销量中占比达到70%；基本完成新老赛道的发展动力切换。

在技术层面，公司正在积极构建涵盖芯片、操作系统、软件、数据闭环、运动控制系统、三电系统至对应场景的整车集成能力和技术创新优势，致力于打造全新的“科技生命体”，旨在为用户提供极致的智能体验、安全保障、舒适感受以及加速性能。",2023年04月27日
上汽集团,(600104),上汽集团存货周转率呈现下降趋势，上汽集团存货积累高于同行，是否会采取价格战方式清库存？,2022年度报告中存货比上期期末增长的主要原因为产业链供应链运转受阻、市场竞争加剧等不利因素叠加，导致库存消化速度放缓。目前，公司产销节奏处于可控状态。,2023年04月27日
上汽集团,(600104),上汽集团新能源车的销量增长是否过度依赖上汽集团的一款车，单价较低的宏光mini带来利润增量是否有限？,4月上海车展上，上汽集团发布了“新能源汽车发展三年行动计划”：至2025年，集团新能源车年销量目标为350万辆，其中自主品牌在新能源车总销量中的占比预计达到70%，基本实现新老赛道发展动力的切换。智己定位为“高端纯电智能汽车品牌”，飞凡和荣威致力于成为中国消费者“首选的新能源汽车品牌”，MG定位于“全球知名汽车品牌”，五菱则定位为“人民的代步车”。上汽大众、上汽通用等合资品牌同样会加快在智能电动车领域的布局，全面启动品牌焕新战略。公司通过持续优化品牌阵营，旨在为用户提供多样化的产品选择。,2023年04月27日
上汽集团,(600104),上汽集团在近几年的研发支出占比越来越大，2021年研发收入同比增加46.83%，那么未来还会加大研发支出吗？,面对汽车行业的深刻变革，保持必要的研发投入是确保创新转型成功的关键所在。公司将合理安排相关资金投入，并期待在创新转型关键期得到广大股东的理解和支持。,2023年04月26日
上汽集团,(600104),上汽集团业绩一直不错，资产质量也好，为什么股价长期低迷不振？宇通客车业绩净资产如此之低却股价连创新高，上汽集团有没有举措，重振雄风。,公司目前正处于创新转型的关键阶段，面临传统赛道向新赛道换道竞争的调整，导致企业经营业绩承压，股价表现不理想，并且股价受多方面因素影响。从长期角度看，提振股价关键在于加快创新转型：一方面集中资源，在智能电动车领域实现突破，特别是在新能源、智能网联及芯片等关键环节取得成果，保持持续增长；另一方面，我们努力维持在传统赛道的领先地位，不断优化产销结构以保证盈利稳定，并运用在新赛道上探索出的软件、算法、生态等创新元素改造和提升传统赛道，持续推动品牌更新和产销结构优化。,2023年04月26日
上汽集团,(600104),上汽集团注重维护公司股价，屡创新高，发布旗下品牌，得到高度关注。而上汽集团方面似乎不注意维护股价，市场表现逐年下滑。请问有何策略或办法维稳业绩与股价？,公司坚定推动创新转型，聚焦智能电动车的“新赛道”，不断提升关键核心能力；同时，努力保持在“传统赛道”的领先优势，不断优化产销结构，为上汽创新转型和可持续发展奠定基础。公司坚持稳定分红，并采取持续回购、大股东增持等措施以缓解股价下行压力。自2020年以来，已执行两轮股份回购，累计投入37.47亿元，回购约1.88亿股。此外，上汽总公司作为大股东，还投入16亿元增持了约9867万股公司股份。公司将继续确保与投资者的充分沟通，展现公司的长期投资价值。,2023年04月24日
上汽集团,(600104),上汽集团股价反应投资者对上汽集团未来的信心与上汽集团形象，上汽集团股价低迷时，有何应对措施。,公司坚定推动创新转型，聚焦智能电动车的“新赛道”，不断提升关键核心能力；同时，努力保持在“传统赛道”的领先优势，不断优化产销结构，为上汽创新转型和可持续发展奠定基础。公司坚持稳定分红，并通过持续回购、大股东增持等措施，以缓解股价的下行压力。自2020年以来，已实施两轮股份回购，累计投入资金37.47亿元，回购约1.88亿股。同时，大股东上汽总公司斥资16亿元，增持公司股份约9867万股。此外，公司将继续与投资者充分沟通，展现公司的长期投资价值。,2023年04月24日
上汽集团,(600104),上汽集团发布股权变动公告，因上汽红岩和上菲红利润未达到承诺，上汽集团进行补偿，以1元回购上汽集团的股票，导致上汽集团持有动力新科的股份由47%降至38%。当时动力新科也是通过向上汽集团发行股票的方式获取上汽红岩和上菲红的股份，本质上是股份置换。为何动力新科亏损无需补偿？当初为何签订这种不平等条约，以致国有资产和股东资产流失？牵涉到20多亿元赔偿损失的情况下，为何上汽集团没有发布持有动力新科股份变动的公告？,公司严格履行上市公司信息披露义务，已按照相关规定发布了简式权益变动报告书，相关事宜请咨询动力新科。,2023年04月24日
上汽集团,(600104),上汽集团到目前为止，旗下混动只有一款车型荣威RX5，然而去年比亚迪混动热卖，上汽集团市场为何对此视而不见？上汽集团一直专注于纯电路线发展，难道不怕重蹈当年长虹押宝等离子体电视的覆辙？此外，从上汽集团人员构成特别是高管团队来看，似乎呈现出“近亲”式的发展态势，是否考虑外聘有能力的人才加入？,上汽自主品牌的混动技术正不断迭代升级，通过持续攻坚燃烧系统核心技术，驱动系统热效率已达到43%；计划到2025年提升至47%；今年下半年将推出全新一代混动系列产品，其整车纯电续航超过100公里，为用户带来领先的电感化体验。,2023年04月24日
上汽集团,(600104),上汽集团已持续十多年保持国内销量最大车企的地位，但当前汽车智能电动化的趋势基本不可逆。目前观察到上汽集团在新能源车型布局方面的进展相对较慢，这已经无法适应迅速发展的新能源汽车消费市场。例如，当前智己及飞凡汽车各自仅有两款新车型上市销售，数量明显不足，这可能让竞争对手的公关营销人员借此机会进行各种负面宣传。建议上汽集团坚决加快推出更多新能源车型，以完善其车型产品矩阵，唯有如此，才能让更多消费者注意到上汽集团的产品实力。新车型越多，就越能吸引更多消费者前来试驾和体验新产品。,上汽集团在车展期间发布了“新能源汽车发展三年行动计划”：至2025年，集团计划实现新能源车年销量350万辆，其中自主品牌新能源车销量占比将达到70%，基本完成新老赛道的发展动力切换。智己被定位为“高端纯电智能汽车品牌”，飞凡和荣威致力于成为国内消费者“首选的新能源汽车品牌”，而MG则定位为“全球知名汽车品牌”。未来三年内，智己规划推出3款全新车型，飞凡、荣威、MG将发布至少13款新能源产品。,2023年04月17日
上汽集团,(600104),上汽集团为何不推出多版本动力车型：可混动，可增程，可纯电？是因为上汽集团的混动、增程技术不达标吗？数百亿研发费用的去向在哪里？相比之下，其他车企多种动力版本的品牌都销售得不错。上汽集团难道连抄作业都不会吗？只需要（保留）灵魂部分？,上汽各品牌定位及目标细分市场不同，智己被定位为“高端纯电智能汽车品牌”，飞凡所推出的纯电产品具备电池可充、可换、可升级的特性。荣威、MG、五菱、大通以及上汽大众、上汽通用合资品牌均推出了纯电动和混动产品。,2023年04月17日
上汽集团,(600104),上汽集团的飞凡智己需要推出更多产品，拥有丰富的产品线以更好地参与市场竞争，不能仅依靠单一产品来赢得市场。,"去掉打招呼、寒暄的语句后：

智己和飞凡目前分别在售两款车型，未来三年内，智己计划推出3款全新车型，而飞凡、荣威、MG将发布超过13款新能源产品。",2023年04月17日
上汽集团,(600104),上汽集团的销售结算方式，以及该公司的赊销政策、现金销售赊销占比情况，请上汽集团给予回复。,目前上汽下属整车企业的整车销售方式主要有经销、代理和直营等模式。,2023年04月14日
上汽集团,(600104),上汽集团目前订单合同签订及销售意向情况如何？期待尽快得到回复，感谢！,3月份以来，随着智己LS7、飞凡F7、MG7、五菱缤果等全新重磅车型陆续上市并开始交付，上汽整体销量持续攀升，呈现加速向上的趋势。,2023年04月14日
上汽集团,(600104),上汽集团插电混动就推出一款erx5?,上汽集团插电混动产品包括上汽乘用车荣威eRX5系列车型、上汽乘用车MG名爵品牌第三代MG6、MG领航的插电混动版，以及合资品牌上汽大众途观L和Passat的插电混动版本。目前，公司在插电混动技术领域正积极推进技术迭代和新品发布节奏。,2023年04月14日
上汽集团,(600104),上汽集团对于特斯拉即将推出的Model Q低端车型，以及公司当前利润逐年下滑的情况，如何制定应对策略？唯有在成本控制方面做到位，才能拥有参与价格战、夺回市场的资本。,公司瞄准用户痛点，研发更可靠节能、更具性价比的产品。在解决用户成本焦虑方面，将运用CTB、一体式压铸等先进制造集成技术，创新电动智能汽车的软硬件生产流程，并建设电动车专属样板工厂，实现简约化、大规模、低成本的生产，以大幅降低制造成本，为用户提供同等车型“价格最优”、同等价格“配置最优”的整车产品。,2023年04月13日
上汽集团,(600104),有媒体评论说上汽集团会步入诺基亚后尘如苏宁，公司打算如何避免这种事发生呢？,面对汽车产业的深刻变革，上汽集团将以“创建世界一流示范企业”为契机，坚持市场导向，紧握“新四化”大方向，以自主品牌核心能力建设为关键发力点，以重大创新成果持续快速落地为驱动力，依托数字化转型，实现制造与服务并举发展，致力于打造一个品牌影响力更强、体系竞争力更优、体制机制更灵活的新上汽。,2023年04月13日
上汽集团,(600104),上汽集团股价长期低迷，是否被恶意做空？上汽集团在市值管理方面有何措施？,公司坚定推动创新转型，聚焦智能电动车的“新赛道”，不断提升关键核心能力；同时，保持在“传统赛道”的领先优势，不断优化产销结构，为公司的创新转型和可持续发展奠定基础。公司坚持稳定分红，并采取持续回购、大股东增持等措施缓解股价下行压力。自2020年以来，公司已进行了两轮股份回购，总投入37.47亿元，回购约1.88亿股。此外，大股东上汽总公司还投资16亿元，增持了约9867万股公司股份。公司将继续确保与投资者的充分沟通，展示公司的投资价值。,2023年04月12日
