字段1,字段2,字段3,字段4,文本,文本1
请问哈富证券有没有和富途老虎证券一样的情况，（在未取得境内牌照，仅持有境外牌照的情况下，向境内投资者提供境外证券投资服务）？,尊敬的投资者：您好，感谢您对公司的关注。,2021-11-17,2021-11-17,东方财富,[300059]
董秘你好，东财什么时候可以开发好 可转债的条件单呢？,尊敬的投资者：您好，感谢您对公司的关注。该功能正在测试中，敬请期待。同时，欢迎您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com多提宝贵意见和建议。,2021-11-17,2021-11-17,东方财富,[300059]
董秘你好，，使命不仅给员工指明了方向明确了责任提高了思想站位，还能给企业及员工带来荣誉感，所以企业的使命是可以给员工带来动力的。但我在公司年报及相关资料中没有找到公司的使命，麻烦介绍一下公司的使命，企业文化，核心价值观，以及战略愿景。谢谢。,尊敬的投资者：您好！感谢您对公司的关注。公司使命：链接人与财富，为用户创造更多价值。公司愿景：领先的创新金融科技公司。核心价值观：用户第一、正直敬业、合作创新。,2021-11-5,2021-11-5,东方财富,[300059]
黄董秘您好，有劳请问：发现双创50指数没有涵盖创业板权重排前三的东财；然后新的MSCI A50指数也并没有把很多权重给予东财；貌似这些指数编辑制定相关方，是“不认可”公司在金融科技方面的发展的～市场很多依然定义东财为券商。但是从之前其董传达的对东财的发展和定位来看，东财应该有更多可能性；所以有劳分享公司在金融科技方面对于社会和行业的一些已有/在研/潜在的应用和愿景？谢谢！,尊敬的投资者：您好！感谢您对公司的关注。公司将持续推进一站式互联网财富管理战略，不断加强战略投入，延伸和完善服务链条，进一步加强研发科技投入，发挥科技赋能作用，不断构建和完善互联网财富管理生态圈建设，提升整体服务能力。,2021-11-5,2021-11-5,东方财富,[300059]
你们东方财富的手机APP里向董秘提问，互动易 上面为什么看不到？是联通没有做好吗？,尊敬的投资者：您好！感谢您对公司的关注。,2021-11-5,2021-11-5,东方财富,[300059]
"黄总,你好!请问贵公司的63个行业划分是公司的数据还是国家相关部门的数据?谢谢!",尊敬的投资者：您好！感谢您对公司的关注。东方财富终端上使用的行业板块参考证监会行业分类、业内通行的上市公司行业分类方法，兼顾用户长期以来形成的习惯制定而成。,2021-11-5,2021-11-5,东方财富,[300059]
债转股什么时候开始？,尊敬的投资者：您好！感谢您对公司的关注。 “东财转 3”转股期自2021年10月13日至2027年4月6日。,2021-11-5,2021-11-5,东方财富,[300059]
尊敬的董秘您好：请问1.截止9月20日时的股东人数；2.贵公司是否有量化业务，增量和业务占比如何？3.贵公司是否有北交所业务，占比多少。 感谢您在百忙中抽空回复,尊敬的投资者：您好！感谢您对公司的关注。公司季度末、半年度末以及年度末的股东人数，我们会在定期报告中进行披露。公司如有需要披露的信息，将及时履行信息披露义务。,2021-9-30,2021-9-30,东方财富,[300059]
东方财富的强项在互联网基因和广大用户以及很好的产品体验，但要占领市场制高点，需要建设好研究所，这方面是东方财富的弱项，建议在券商整合的大背景下，收购整合类似“天风证券”这种，在券商研究所方面颇有特色的券商，双方诉求也非常契合。以上建议，望参考。,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-30,2021-9-30,东方财富,[300059]
董秘，您好！券商的经纪业务同质化严重，不可避免地出现价格战，未来有没有计划同嘉信理财一样将佣金降为0，一方面可以为公司吸引巨大的流量，另一方面可以倒逼自己加速财富管理转型，从而平滑掉周期性的影响，谢谢！,尊敬的投资者：您好！感谢您对公司的关注。公司会在合法合规的前提下开展各项业务。,2021-9-30,2021-9-30,东方财富,[300059]
董秘，您好！券商的经纪业务同质化严重，未来不可避免继续价格战，请问公司有没有计划在未来向嘉信理财一样将经纪业务的佣金降为0，一方面为公司吸引巨大的流量，提升市场份额，另一方面，倒逼自己加速向财富管理业务转型，平滑掉周期性？谢谢！,尊敬的投资者：您好！感谢您对公司的关注。公司会在合法合规的前提下开展各项业务。,2021-9-30,2021-9-30,东方财富,[300059]
董秘你好！贵司前景被广大投资者看好，投资热情高涨，市值直逼券商一哥中信证券，请问公司管理层是否考虑补短板，响应国家做大做强政策早日成为航母级券商？特别是投行业务，通过兼并收购快速发展壮大。市场上，投行业务实力派某金证券一直有出售意向，市场传闻不断，贵司应该抓住机会主动出击，补短板、增实力。,尊敬的投资者：您好，感谢您对公司的关注和建议。,2021-9-30,2021-9-30,东方财富,[300059]
公司在向财富管理业务方面有何具体拓展措施？,尊敬的投资者：您好！感谢您对公司的关注。公司将持续推进一站式互联网财富管理战略，不断加强战略投入，延伸和完善服务链条，进一步加强研发科技投入，发挥科技赋能作用，不断构建和完善互联网财富管理生态圈建设，提升整体服务能力。,2021-9-30,2021-9-30,东方财富,[300059]
尊敬的董秘您好！我是东财小股东，我知道东财不是一个简单的券商，更是互联网金融平台与信息平台。从互联网信息平台属性角度出发，也近年来涌现出了一些类似财联社、格隆汇之类的APP，看他们天天搬运东财的信息快报，飞快地用程序产生易于传播的图片链接，几乎占领了朋友圈金融行业人士快讯传播的制高点。建议东方财富网也同样可以参考图片方式发送简讯，有利于扩大平台影响力与传播力！,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关软件部门。同时，欢迎您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com多提宝贵意见和建议。,2021-9-30,2021-9-30,东方财富,[300059]
公司净利润从2019年开始大于100%如何计算的，能解答一下吗，网上也实在是没人回答，我只能找您，非常感谢,"尊敬的投资者：您好！感谢您对公司的关注。2018年、2019年、2020年归属于上市公司股东的净利润分别为95,869.54万元、183,128.89万元、477,810.49万元，则归属于上市公司股东的净利润2019年比2018年增加91.02%，2020年比2019年增加160.91%。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。",2021-9-30,2021-9-30,东方财富,[300059]
"请问董秘,字节跳动准备出售证券公司业务,你们是否参与报价呢?如果有参与,是看重了字节跳动流量的合作吗?",尊敬的投资者：您好！感谢您对公司的关注。,2021-9-30,2021-9-30,东方财富,[300059]
看到增资公告有点搞不懂:是不是大股东借的15亿不用还了？这种操作方式损害股东权益不？这合计的24.5亿能直接到公司账户不？,尊敬的投资者：您好！感谢您对公司的关注。证券业务为公司主营业务之一，东方财富证券股份有限公司为公司全资子公司，纳入合并报表范围，本次增资不会损害公司股东的权益。,2021-9-18,2021-9-18,东方财富,[300059]
最近发现在软件端，使用同花顺的用户要大于东财的，体验感也比较好，请问公司在客户端软件方面有什么大的投入吗？有没有考虑过收购同花顺的相关业务？,尊敬的投资者：您好！感谢您对公司的关注。公司密切跟踪和把握行业前沿技术和发展动向，不断加强研发投入，扎实做好新产品的研发和技术储备工作，提升服务水平和质量，为公司实现整体战略目标夯实坚实发展基础。,2021-9-18,2021-9-18,东方财富,[300059]
东方财富股吧长期存在不能分享外部的网址链接、社交账号等情况，可能违反了工信部互联网专项整治行动精神，请问公司如何面对风险？,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
网上热传北交所新交易场所已选址金融街，即要拉开挂牌帷幕，请问贵公司已作好服务北交所上市的企业申请的服务准备了吗？谢谢。,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
董秘你好！贵司之前对于中小板是否有布局？北交所的成立是否对贵司具有里程碑的意义？未来贵司对北交所的布局是怎样的？,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
持股三年，眼看贵公司越走越偏。我建议在读新闻时能调整速度，在7x24能有上篇和下篇键，从未获重视。公司专注放卫星炒概念。最近带头抛宇宙概念，被曝或与高管参与NFT（类似ICO新型代币）炒作有关。央行多次强调货币主要为实体服务，不炒虚拟资产。公司作为国内最大炒股软件，放几句话就能卷动上万亿资金，若总在带头玩概念，监管安能入睡？做小事可以贪心，做大事需让人放心。望停止“玩火”，回归服务实体经济。,尊敬的投资者：您好！感谢您对公司的关注。您的建议已转达软件相关部门。公司始终坚持合法合规的前提下开展各项业务，不存在您所述相关情况。,2021-9-18,2021-9-18,东方财富,[300059]
我仔细看了各大平台的数据，东方财富是最早推出宇宙概念的公司，于9月2日就推出元宇宙概念指数。各大平台的信息中，东方财富也是推送元宇宙关键字最频繁的。请问东方财富是否深度参与元宇宙概念，或者是发起方之一，请问本次炒作宇宙概念预计能为公司带来多少利润，感谢谢回复。,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
亲爱的管理你好，阿里巴巴的战略合作伙伴华数传媒去调研了吗？快派人去调研一下吧，阿里巴巴要出巨资辅助共同富裕目标，其战略伙伴关系的必须调研一下吧？,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
"董秘你好!我在招股说明书中看到。贵公司的商业模式中提到“针对企业客户推出互联网广告服务;针对现有网站用户推广付费金融数据服务,形成公司目前的主要收入来源”。但丛2020年年报来看,广告收入占比非常少,1.29%。请问有没有采取相关的措施来提高这部分的收入?",尊敬的投资者：您好！感谢您对公司的关注。公司不断加强互联网财富管理生态圈和海量用户的核心竞争优势及整体协同效应，推动公司实现可持续健康发展。,2021-9-18,2021-9-18,东方财富,[300059]
尊敬的董秘，您好，注意到半年报中公司披露的国家规划布局内重点软件企业的认定到期，今年是否还在申请？如果方便的话，麻烦您大概讲一下申请的进度，申请下来以后是否能在2021年年报中将所得税率降下来？感谢！,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
其董好，东财作为互联网券商，在财富管理上壮大的目标和发展我们逐渐清晰；那么在股权投资/融资方面，抑或是投行业务上，有哪些进展，是否会扶持吸收人才壮大？另外，新三板市场上，公司目前项目储备、做市等有哪些可以具体信息或者数据提供的？最近北交所的成立和面对新三板的再一次高层定调，东财如何看待、如何参与其中共享其中企业的成长？对于新三板各项业务来说，东财是否会加大力度开拓？,尊敬的投资者：您好！感谢您对公司的关注。东方财富证券投行业务正常开展。,2021-9-18,2021-9-18,东方财富,[300059]
现在市场上交易额50%都是机构量化交易，虽然二市的成交额持续放大，但是大量增加的量化交易额会不会稀释东财的市占率呢？这些增加的量化交易额东财吃到了多少？,尊敬的投资者：您好！感谢您对公司的关注。,2021-9-18,2021-9-18,东方财富,[300059]
您好，福能东方应该纳入国资云概念，谢谢,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关部门。,2021-9-1,2021-9-1,东方财富,[300059]
公司最近是否有经营方面的利空？现在是券商和创业板谁跌跟谁，34.7的员工持股价会不会调整,尊敬的投资者：您好，感谢您对公司的关注。上市公司二级市场股价受市场景气度、资金等多种因素综合影响。公司目前经营情况正常，没有应披露而未披露的信息。,2021-9-1,2021-9-1,东方财富,[300059]
其董您好：移动端而言，不知为何，利用同花顺查看各种信息也好（公告、资金、资料页面移动端菜单和层级操作划分清晰）、操作各种细节滑动和层级功能、软件界面layout、?分时浏览、指标选择（比如指标版图界面，点击上1/2处和下1/2处，分别可以切换前一个指标和后一个指标），虽看好并仅持有1年多本司；但真的，总会不自觉切换到他家的app去看行情等信息。移动端开发部加油啊，从移动端出发革新！,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关部门。,2021-9-1,2021-9-1,东方财富,[300059]
众所周知东方财富网的股吧发言中涉财经类极多！且发天有数以千计的看空股票、看空经济的不当发言（其中有相当部分看空的发布人是根本没有任何股票账户的？），作为具备影响力的东方财富网，建议勿违规要建立严格的发言审查制度！以证券账户人为发表言论基本资格如何？,尊敬的投资者：您好，感谢您对公司的关注和建议。公司社区平台有明确的管理制度，包括《东方财富网法律声明》、《东方财富社区管理规定》等，如果您在正常使用公司社区平台服务过程中遇到问题，可以通过违法和不良信息举报电话：021-34289898、投资者热线：021-54660526或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2021-9-1,2021-9-1,东方财富,[300059]
近期贵司注册ID名称为“财经开光嘴”的用户常在股吧发帖及评论“涨停”及“跌停”等相关言论并宣传自己的直播间，作为券商交流平台针对此类充当“黑嘴”博人眼球、造谣传谣的账号，贵司如何整治？,尊敬的投资者：您好，感谢您对公司的关注。如果您在正常使用公司社区平台服务过程中遇到问题，可以通过违法和不良信息举报电话：021-34289898、投资者热线：021-54660526或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2021-9-1,2021-9-1,东方财富,[300059]
董秘你好。首先祝贺我们公司资管业务取得快速发展！请问目前东财基金员工数量、员工学历分布如何，是否有进一步扩展团队的计划？此外，东财目前是否有托管、估值外包等牌照？,尊敬的投资者：您好，西藏东财基金管理有限公司目前公募基金业务健康发展。公司目前暂无基金托管牌照，也未在中国证券投资基金业协会进行基金业务外包服务机构备案。,2021-9-1,2021-9-1,东方财富,[300059]
董秘你好。请问公司有计划整合第三方支付业务吗？比如：天天基金app活期宝用于支付、东财app扫码支付等功能。有助于东财提升客户粘性、拓展新用户。,尊敬的投资者：您好，感谢您对公司的关注和建议。,2021-9-1,2021-9-1,东方财富,[300059]
管理层：您好！公司前期议案、高管的行权价格及绩效考核提升、筹集资金。措施到位如何实施？请详细解读。,"尊敬的投资者：您好，感谢您对公司的关注。为进一步建立、健全公司长效激励机制，吸引和留住优秀人才，充分调动公司员工的积极性，有效地将股东利益、公司利益和核心团队个人利益结合在一起，使各方共同关注公司的长远发展，公司制定并实施公司2021年限制性股票激励计划。公司以2021年8月10日为首次授予日，以34.74元/股的价格向818名激励对象授予4,500万股限制性股票。本激励计划资金来源为合法自筹资金，公司承诺不为激励对象依本计划获取限制性股票提供贷款、贷款担保，以及任何其它形式的财务资助。更多相关情况敬请参阅公司于2021年7月24日披露的《东方财富信息股份有限公司2021年限制性股票激励计划》及2021年8月11日披露的《东方财富信息股份有限公司关于向激励对象首次授予限制性股票的公告》等相关公告。",2021-9-1,2021-9-1,东方财富,[300059]
董秘您好，公司能不能在合规的前提下借助天天基金平台与基金公司多做一些直播已达到宣传效果，谢谢,尊敬的投资者：您好，感谢您对公司的关注。,2021-9-1,2021-9-1,东方财富,[300059]
您好，请问一下截止8月20日贵公司股东人数是多少？,尊敬的投资者：您好，感谢您对公司的关注。公司季度末、半年度末以及年度末的股东人数，我们会在定期报告中进行披露。,2021-9-1,2021-9-1,东方财富,[300059]
东方财富A P P是否可以考虑一下禁止券商发布研报？还大家一个简洁的环境。各大券商恶意唱空股价，董秘看见回复。,尊敬的投资者：您好，感谢您对公司的建议。,2021-9-1,2021-9-1,东方财富,[300059]
董秘你好！请问贵公司子公司哈富证券有无财富管理业务，是否还有其它融资渠道（如在港上市）以满足哈富证券发展需要？以扩大在国际金融市场的地位！,尊敬的投资者：您好，哈富证券可向香港《证券及期货条例》规定的专业投资者提供资产管理服务。,2021-9-1,2021-9-1,东方财富,[300059]
你好  东财最近公布的半年报 其中主营收入25.55亿 主营成本3.399亿  主营利润21.71亿   其他还有相关经营费用和管理费用等  利润总额44.85亿是怎么得出来的？？,尊敬的投资者：您好，公司在2021年上半年营业总收入57.80亿元，包含营业收入25.55亿元，利息净收入9.95亿元，手续费及佣金净收入22.30亿元，其中利息净收入及手续费及佣金净收入主要由证券业务板块形成。营业总收入扣除营业成本、销售费用、管理费用、研发费用等项目，利润总额为44.85亿元。,2021-9-1,2021-9-1,东方财富,[300059]
请问公司 货币资金中的 客户资金存款 是什么意思，包含哪些项目,尊敬的投资者：您好，货币资金中客户资金存款主要为东方财富证券开展代理买卖证券业务收到的客户资金存款。,2021-9-1,2021-9-1,东方财富,[300059]
同花顺通达信都设置了专精特新板块，公司为何不弄？,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关部门。,2021-8-26,2021-8-26,东方财富,[300059]
请问董秘先生，公司有投行业务吗？,尊敬的投资者：您好，公司子公司东方财富证券具有相关业务资格，投行业务正常开展。,2021-8-26,2021-8-26,东方财富,[300059]
贵公司旗下自媒体平台，有多个账户存在侵犯文化知识产权的嫌疑，其中例如名称为：“阿狸复盘”，该账号背后团队多次盗用北京梦之城卡通人物为自己的文章做“引流”等商业宣传行为。东方财富市值现已为在国内券商排名第一，有义务规范用户的不法行为，甚至为此承担第三方连带责任，望公司高管能重视文化知识产权保护这个问题。谢谢。,尊敬的投资者：您好，感谢您对公司的建议。公司高度重视文化知识产权保护，您可以通过违法和不良信息举报电话：021-34289898、投资者热线：021-54660526或者董秘邮箱dongmi@eastmoney.com及时向我们反馈，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2021-8-26,2021-8-26,东方财富,[300059]
董秘您好！昨晚公司发布了《关于向激励对象首次授予限制性股票的公告》，限制性股票首次授予日为2021年8月10日。根据7月23日发布的激励计划，激励的股票来源为公司向激励对象定向发行股份。但是公司总股本并未发生变化。请问：公司是否已经向向激励对象定向发行股份？如果没有发行，那么什么时候发行？如果没有发行，现在公司想激励对象授予的到底是股份还是期权？,尊敬的投资者：您好，公司本次激励计划采用的激励工具为限制性股票（第二类限制性股票）。符合本次激励计划授予条件的激励对象，在满足相应归属条件及归属安排后，可在归属期内以授予价格分次获授公司股票。公司首次授予限制性股票的第一个归属期自限制性股票首次授予之日起12个月后的首个交易日至限制性股票首次授予之日起24个月内的最后一个交易日止。,2021-8-11,2021-8-11,东方财富,[300059]
董秘，您好！请问贵司证券自营目前有开展吗？自营业务业务规模多大？,尊敬的投资者：您好，感谢您对公司的关注。目前东方财富证券自营业务正常开展。公司证券业务相关经营情况已在公司2021年半年度报告中披露。,2021-8-11,2021-8-11,东方财富,[300059]
公司最近是否频繁调研马云投资的华数传媒？打算收购吗？,尊敬的投资者：您好，公司未对该公司开展调研。,2021-8-11,2021-8-11,东方财富,[300059]
公司2021年半年报中，投行业务中，保荐业务收入为0.请问为什么？公司是没有这方面的牌照吗？以后这方面有无规划？,尊敬的投资者：您好，公司子公司东方财富证券以证券经纪业务及融资融券业务为主，具有保荐业务资格。,2021-8-11,2021-8-11,东方财富,[300059]
外资独资证券公司即将来临，它的特长是通过收购迅速抢占市场。可以预见，内地也将会出现并购潮，只有大才能立于不败之地。 东财不知怎么应讨？ 仅仅是独自发展必走进死胡洞。哈富的收购外资证券公司应加速，财富管理团队应快速收购。 先机不可失呀，,尊敬的投资者：您好，感谢您对公司的关注和建议。,2021-8-11,2021-8-11,东方财富,[300059]
科创板有研粉材董秘回复，有军工，3d打印，航空航天，光伏，稀土，第三代半导体，5g业务和产品，请加入相应版块,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转交相关部门。,2021-8-11,2021-8-11,东方财富,[300059]
科创板有研粉材董秘回复，有军工，3d打印，航空航天，光伏，稀土，第三代半导体，5g业务和产品,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转交相关部门。,2021-8-11,2021-8-11,东方财富,[300059]
中小板公司开普检测董秘回复，具备储能光伏燃料电池换电等业务和技术，请添加板块,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转交相关部门。,2021-8-11,2021-8-11,东方财富,[300059]
贵公司是否有跟国外投行合作合并计划，打造中国第一创新券商？,尊敬的投资者：您好，感谢您对公司的关注。,2021-8-5,2021-8-5,东方财富,[300059]
2021年7月30日股东户数是多少？,尊敬的投资者：您好！感谢您对公司的关注。公司季度末、半年度末以及年度末的股东人数，我们会在定期报告中进行披露。,2021-8-5,2021-8-5,东方财富,[300059]
贵公司可以扩大业务，重点资产投资与技术收购，比如收购同花顺的技术、成立私募投资公司不与公募冲突等等,尊敬的投资者：您好，感谢您对公司的关注和建议。公司旗下拥有西藏东方财富投资管理有限公司和西藏东方财富创新资本有限公司。,2021-8-5,2021-8-5,东方财富,[300059]
董秘你好，看到21H1财报，净现比只有0.51，和一季度没法比，是有大比例“赊销”么？想了解下详细情况，谢谢。,尊敬的投资者：您好，感谢您对公司的关注。因公司证券业务板块业务规模较大，而证券经纪业务、自营业务、两融业务均对经营活动现金流量产生影响。2021年上半年证券自营业务投资规模及融资融券业务规模增加，在现金流量表中体现为经营活动现金流出，因此净现比有一定下降。,2021-8-5,2021-8-5,东方财富,[300059]
董秘你好，目前以宁德时代为代表的一批抱团股市值严重虚高，同时该类抱团股的融资余额普遍在百亿左右，请问公司的融资融券业务有没有针对这些高估值公司制订相应的风险管控策略，比如提高担保比例，设置融资额度等，以防在连续跌停的极端情况下直接穿仓损害公司利益？感谢回答，谢谢！,尊敬的投资者：您好，感谢您对公司的关注。东方财富证券在融资融券业务风险管理方面，已建立融资融券集中风险监控系统，专人负责日常监控，通过集中风险监控系统对融资融券业务总量指标、风险集中度状况、担保物情况等进行监控，根据系统预警事项采取相应措施。对于存在风险的证券，根据证券交易状态、基本面情况、市场行情、公告信息、舆情状况等情况，综合评估后，对该证券进行担保品范围、折算率以及保证金比例调整等。,2021-8-5,2021-8-5,东方财富,[300059]
银行最近吹响了基金代销冲锋号，已试水降费率、0费率，请问会对东财的业务造成冲击吗？基金销售利润是否会下降？,尊敬的投资者：您好，感谢您对公司的关注。,2021-8-5,2021-8-5,东方财富,[300059]
看贵公司财报，研发投入占营收比跟同行业公司相比，甚至跟券商相比，明显低于同行业，请问贵公司有如何激励政策留住优秀人才，加大研发投入？,尊敬的投资者：您好，感谢您对公司的关注。公司积极推进“以人为本”的人才战略，通过内部培养和外部引进，不断扩充和培养优秀人才。同时，为进一步吸引与留住骨干人员，充分调动公司核心团队的积极性与创造性，有效地提升团队凝聚力和企业核心竞争力，公司于2021年7月24日推出了 第三期股权激励计划，该计划尚需公司股东大会审议通过。,2021-8-5,2021-8-5,东方财富,[300059]
请问现在股东变动情况。,尊敬的投资者：您好！感谢您对公司的关注。公司季度末、半年度末以及年度末的股东人数，我们会在定期报告中进行披露。,2021-7-30,2021-7-30,东方财富,[300059]
?"你好,请问公司股权激励的股票来源是回购二级市场的股票还是其他来源?",尊敬的投资者：您好，感谢您对公司的关注。股票来源为公司向激励对象定向发行的公司 A 股普通股股票。,2021-7-30,东方财富,[300059]
你好，请问公司未来有没有把哈富证券分拆单独上市的打算？,尊敬的投资者：您好，感谢您对公司的关注。,2021-7-30,2021-7-30,东方财富,[300059]
请问中报现金流净额同比为什么减少这么多?,尊敬的投资者：您好，感谢您对公司的关注。2021年半年度经营活动产生的现金流量净额变动原因是证券自营业务投资规模及融资融券业务规模增加。,2021-7-30,2021-7-30,东方财富,[300059]
"董秘你好,我很看好东财的未来,请问1、你们管理层对东财达到万亿市值有规划吗?是五年、十年还是更长时间?末来可期吗?2、建议你们在东财软件里开发或增加一个时实聊天工具,因为在与吧友交流时,想要加好友私聊感到很不方便。依托东财众多的用户、吧友、股民,从而使东财有更大的流量,更好的发展。这个功能,你们能开发吗?",尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关软件部门。同时，欢迎您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com多提宝贵意见和建议。,2021-7-30,2021-7-30,东方财富,[300059]
请问公司移动端app用户月活和日活分别是多少？pc端用户月活和日活分别是多少？,尊敬的投资者：您好，感谢您对公司的关注。,2021-7-30,2021-7-30,东方财富,[300059]
董秘您好，请问贵司用户数量有多少？UDP多少？用户日总交易量多少？月总交易量多少？年总交易量多少？,尊敬的投资者：您好，感谢您对公司的关注。,2021-7-30,2021-7-30,东方财富,[300059]
董秘你好，公司app推送的资讯、要闻可不可以不要使用自媒体式的标题“重磅、突发、刚刚、懵了、！！！”，作为严肃的证券信息，随时一惊一乍，显得格调很低、可信度低，尤其以转发的某报为最。编辑可不可以体现出专业性，作为投资者看到很着急啊,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关部门。同时，欢迎您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com多提宝贵意见和建议。,2021-7-30,2021-7-30,东方财富,[300059]
天天基金是否有上科创板计划？,尊敬的投资者：您好，感谢您对公司的关注。,2021-7-30,2021-7-30,东方财富,[300059]
公司是否有引入摩根士丹利或者高盛等为公司战略股东计划？,尊敬的投资者：您好，感谢您对公司的关注。,2021-7-30,2021-7-30,东方财富,[300059]
你好董秘，请问公司的国际化战略具体的有哪些呀。,尊敬的投资者：您好！感谢您对公司的关注。公司将积极推进国际化战略，包括加快港美股业务发展等。,2021-7-30,2021-7-30,东方财富,[300059]
"您好，7月19日，工信部官网披露了《关于侵害用户权益行为的APP通报》（2021年第6批），145款APP应在7月26日前完成整改落实工作，逾期不整改的，我部将依法依规组织开展相关处置工作。
    其中东方财富app也在通报中，请问东方财富app是否在7月26日已经完成整改？",尊敬的投资者：您好，感谢您对公司的关注。公司获悉工业和信息化部信息通信管理局《关于侵害用户权益行为的APP通报》（2021年第6批，总第15批），要求通报提及的145款APP在2021年7月26日前完成整改落实工作。截止目前，公司已经按照相关要求，进行优化和完善。,2021-7-30,2021-7-30,东方财富,[300059]
东财APP的交易 切到后台以后，总是需要需要输入密码，账户全部都会被边上的人看到，建议公司用星号替代一部分数字，保护用户的账户安全和隐私。,尊敬的投资者：您好，感谢您对公司的关注和建议。您的建议已转达相关软件部门。同时，欢迎您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com多提宝贵意见和建议。,2021-7-30,2021-7-30,东方财富,[300059]
天天基金 支持一揽子买入功能嘛   比如 微信理财通的 买入一个可以涵盖多只基金？,尊敬的投资者：您好，感谢您对公司的关注。天天基金较早上线了组合交易服务，客户可以自主构建投资组合并进行追加投资，也可以自主选择跟投市场公开组合，一次性买入组合内成分基金产品。如果您在使用中有任何疑问或建议，您可以拨打天天基金全国客服电话95021，客服人员将尽力为您解答相关疑问。,2021-7-30,2021-7-30,东方财富,[300059]
请问公司的股吧审核采用人工还是机器？人工审核团队的规模有多大？公司是否考虑采用机器替代人工，毕竟目前语义理解已经非常成熟了，可以节约大量人工成本，增加利润。,尊敬的投资者：您好！感谢您对公司的关注和建议。,2021-7-30,2021-7-30,东方财富,[300059]
去年香港地区的营收是指哈富证券的营收吗？ ,尊敬的投资者：您好！感谢您对公司的关注。2020年香港地区的营收主要来源于哈富证券。,2021-7-30,2021-7-30,东方财富,[300059]
贵司旗下东方财富网股吧社区缺乏管理，到处都是粗鄙之语，，已弃用东方财富APP，望贵司重视。,尊敬的投资者：您好！感谢您对公司的关注和反馈。如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-34289898、投资者热线：021-54660526或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2021-7-30,2021-7-30,东方财富,[300059]
1.手机APP没有支付功能，不是很方便，有开通的计划马？ 2.哈富证券未来盈利的模式和空间有多大？,尊敬的投资者：您好，感谢您对公司的关注。公司会积极推进国际化战略，充分发挥整体协同效应，扩大用户规模，提升用户体验，加快港美股业务发展。,2021-7-30,2021-7-30,东方财富,[300059]
APP没有支付功能，转来转去不是很方便,尊敬的投资者：您好，感谢您对公司的关注和反馈。,2021-7-30,2021-7-30,东方财富,[300059]
贵司接下来是否将加快国际业务和财富管理板块发展以培育新的利润增长点？,尊敬的投资者：您好！感谢您对公司的关注。公司紧紧围绕整体战略目标，进一步加强研发技术投入，加快各项业务包括港美股业务快速发展。,2021-7-30,2021-7-30,东方财富,[300059]
公司发布2021年半年报业绩预告，其中提到：报告期内，公司营业总成本同比大幅增长。请问营业总成本大幅增长的原因是什么？是哪些项目在大幅增长，谢谢。,尊敬的投资者：您好，感谢您对公司的关注。详细数据敬请关注公司后续披露的2021年半年度报告。,2021-7-16,2021-7-16,东方财富,[300059]
